Generator,ror,BE0 0,AC,281147.49443
Generator,ror,BG0 0,AC,201513.07772
Generator,ror,CH0 0,AC,9944273.27143
Generator,ror,CZ0 0,AC,139636.69113
Generator,ror,DE0 0,AC,6918970.82509
Generator,ror,DE0 1,AC,15154829.65994
Generator,ror,ES0 0,AC,281006.62928
Generator,ror,ES6 0,AC,340843.65132
Generator,ror,FI1 0,AC,6944348.23552
Generator,ror,FR0 0,AC,29263005.32204
Generator,ror,FR5 0,AC,595008.77869
Generator,ror,GB2 0,AC,2655237.10852
Generator,ror,GB3 0,AC,1715764.62359
Generator,ror,GR0 0,AC,225852.75608
Generator,ror,HR0 0,AC,1185864.59891
Generator,ror,HU0 0,AC,66874.243
Generator,ror,IE3 0,AC,564803.75294
Generator,ror,IT0 0,AC,32453391.8624
Generator,ror,IT4 0,AC,511849.49744
Generator,ror,LT0 0,AC,495213.0458
Generator,ror,LV0 0,AC,2814016.08719
Generator,ror,ME0 0,AC,21210.99513
Generator,ror,MK0 0,AC,492681.79967
Generator,ror,NO1 0,AC,4342336.85582
Generator,ror,PL0 0,AC,1172842.6104
Generator,ror,PT0 0,AC,6688689.52198
Generator,ror,RO0 0,AC,6576649.66923
Generator,ror,RS0 0,AC,6787096.94764
Generator,ror,SE1 0,AC,6363826.31623
Generator,ror,SI0 0,AC,2044968.65273
Generator,ror,SK0 0,AC,3488943.28395
Generator,ror,XK0 0,AC,54937.80809
Generator,solar,AL0 0,AC,1452.68117
Generator,solar,AT0 0,AC,185259394.32758
Generator,solar,BA0 0,AC,1107.64821
Generator,solar,BE0 0,AC,708.38822
Generator,solar,BG0 0,AC,2352.02205
Generator,solar,CH0 0,AC,153212869.9266
Generator,solar,CZ0 0,AC,342.29492
Generator,solar,DE0 0,AC,392.12533
Generator,solar,DE0 1,AC,924.3087
Generator,solar,DK0 0,AC,114.46967
Generator,solar,DK1 0,AC,283.27958
Generator,solar,EE0 0,AC,135.34278
Generator,solar,ES0 0,AC,345121782.9291
Generator,solar,ES6 0,AC,618.7373
Generator,solar,FI1 0,AC,99.53026
Generator,solar,FR0 0,AC,504.83415
Generator,solar,FR5 0,AC,4572995.83137
Generator,solar,GB2 0,AC,161.61527
Generator,solar,GB3 0,AC,90.40083
Generator,solar,GR0 0,AC,121666298.75955
Generator,solar,HR0 0,AC,531.3818
Generator,solar,HU0 0,AC,316.7693
Generator,solar,IE3 0,AC,123.73437
Generator,solar,IT0 0,AC,196784754.49004
Generator,solar,IT4 0,AC,17101454.25763
Generator,solar,LT0 0,AC,285.78677
Generator,solar,LU0 0,AC,1087.48212
Generator,solar,LV0 0,AC,306.26301
Generator,solar,ME0 0,AC,1937.33417
Generator,solar,MK0 0,AC,18558559.22428
Generator,solar,NL0 0,AC,399.75296
Generator,solar,NO1 0,AC,91.73804
Generator,solar,PL0 0,AC,249.5994
Generator,solar,PT0 0,AC,460.50257
Generator,solar,RO0 0,AC,19646.31145
Generator,solar,RS0 0,AC,1140.30985
Generator,solar,SE1 0,AC,167.44332
Generator,solar,SI0 0,AC,262.10985
Generator,solar,SK0 0,AC,505.02462
Generator,solar,XK0 0,AC,1626.69579
Generator,solar rooftop,AL0 0,low voltage,2917.58014
