carrier,0
AC,49.830941595664356
EV battery,63.5908977583372
H2,75.20743131771624
agriculture machinery oil,109.67226858767879
battery,49.680555207588064
biogas,73.22851307341261
co2,-106.62701137763331
co2 sequestered,-30.122537710329276
co2 stored,-30.12203310456423
gas,75.65632238709225
gas for industry,96.77670127502324
home battery,57.15070961800232
industry methanol,100.64736015749425
kerosene for aviation,109.67317512537343
low voltage,57.29260930489899
methanol,74.19236403946118
naphtha for industry,84.50464524719577
non-sequestered HVC,-5.7583540741277055
none,0.0
oil,82.24914693803355
process emissions,-57.75242197779895
residential rural heat,32.32640260435615
residential urban decentral heat,37.78616747594617
services rural heat,32.33694809310614
services urban decentral heat,38.57743763037595
shipping methanol,100.64680972121253
solid biomass,72.31239927780032
solid biomass for industry,60.44149703215726
urban central heat,0.17157193604002835
