cost,component,location,carrier,0
capital,Generator,AL0 0,load,0.0
capital,Generator,AL0 0,offwind-ac,1234099.87328
capital,Generator,AL0 0,offwind-dc,740198276.70132
capital,Generator,AL0 0,onwind,22034694.16086
capital,Generator,AL0 0,residential rural solar thermal,161822.83376
capital,Generator,AL0 0,residential urban decentral solar thermal,163186.42531
capital,Generator,AL0 0,ror,14853811.92575
capital,Generator,AL0 0,services rural solar thermal,284983.53233
capital,Generator,AL0 0,services urban decentral solar thermal,309105.46195
capital,Generator,AL0 0,solar,524784972.02553
capital,Generator,AL0 0,solar rooftop,49912512.61727
capital,Generator,AL0 0,solar-hsat,1385342.16302
capital,Generator,AL0 0,urban central solar thermal,464599.52738
capital,Generator,AT0 0,load,0.0
capital,Generator,AT0 0,onwind,304518417.73112
capital,Generator,AT0 0,residential rural solar thermal,183448.27474
capital,Generator,AT0 0,residential urban decentral solar thermal,194134.43285
capital,Generator,AT0 0,ror,1376929988.78063
capital,Generator,AT0 0,services rural solar thermal,154408.64782
capital,Generator,AT0 0,services urban decentral solar thermal,151378.18427
capital,Generator,AT0 0,solar,3951821358.3745
capital,Generator,AT0 0,solar rooftop,205836574.94094
capital,Generator,AT0 0,solar-hsat,2092142.65524
capital,Generator,AT0 0,urban central solar thermal,181913.25768
capital,Generator,BA0 0,load,0.0
capital,Generator,BA0 0,offwind-ac,153266.99831
capital,Generator,BA0 0,onwind,40953182.81109
capital,Generator,BA0 0,residential rural solar thermal,188001.37394
capital,Generator,BA0 0,residential urban decentral solar thermal,198569.57451
capital,Generator,BA0 0,services rural solar thermal,174420.29571
capital,Generator,BA0 0,services urban decentral solar thermal,178148.19199
capital,Generator,BA0 0,solar,102160777.13556
capital,Generator,BA0 0,solar rooftop,51678532.8224
capital,Generator,BA0 0,solar-hsat,1397260.10929
capital,Generator,BA0 0,urban central solar thermal,194238.05547
capital,Generator,BE0 0,load,0.0
capital,Generator,BE0 0,nuclear,4470714366.29686
capital,Generator,BE0 0,offwind-ac,419079145.3416
capital,Generator,BE0 0,offwind-dc,177041429.41664
capital,Generator,BE0 0,onwind,1432399045.80874
capital,Generator,BE0 0,residential rural solar thermal,98481.58031
capital,Generator,BE0 0,residential urban decentral solar thermal,126819.70989
capital,Generator,BE0 0,ror,18186779.19648
capital,Generator,BE0 0,services rural solar thermal,109742.88479
capital,Generator,BE0 0,services urban decentral solar thermal,118042.68837
capital,Generator,BE0 0,solar,1519807566.21014
capital,Generator,BE0 0,solar rooftop,1319955.36353
capital,Generator,BE0 0,solar-hsat,2039287.82988
capital,Generator,BE0 0,urban central solar thermal,105462.56591
capital,Generator,BG0 0,load,0.0
capital,Generator,BG0 0,nuclear,1567877784.84569
capital,Generator,BG0 0,offwind-ac,49765300.89096
capital,Generator,BG0 0,offwind-dc,7309633.88803
capital,Generator,BG0 0,onwind,66175230.3758
capital,Generator,BG0 0,residential rural solar thermal,153131.82732
capital,Generator,BG0 0,residential urban decentral solar thermal,167752.99068
capital,Generator,BG0 0,ror,34022009.05814
capital,Generator,BG0 0,services rural solar thermal,152879.85932
capital,Generator,BG0 0,services urban decentral solar thermal,155652.77625
capital,Generator,BG0 0,solar,456692751.92775
capital,Generator,BG0 0,solar rooftop,200835515.66308
capital,Generator,BG0 0,solar-hsat,1508826.8323
capital,Generator,BG0 0,urban central solar thermal,154039.62346
capital,Generator,CH0 0,load,0.0
capital,Generator,CH0 0,nuclear,2528956932.42501
capital,Generator,CH0 0,onwind,8193235.60892
capital,Generator,CH0 0,residential rural solar thermal,198467.91185
capital,Generator,CH0 0,residential urban decentral solar thermal,232295.67733
capital,Generator,CH0 0,ror,1295123214.9052
capital,Generator,CH0 0,services rural solar thermal,148108.31308
capital,Generator,CH0 0,services urban decentral solar thermal,174401.81985
capital,Generator,CH0 0,solar,3675458967.75388
capital,Generator,CH0 0,solar rooftop,565602720.22351
capital,Generator,CH0 0,solar-hsat,3506781.90854
capital,Generator,CH0 0,urban central solar thermal,183740.43465
capital,Generator,CZ0 0,load,0.0
capital,Generator,CZ0 0,nuclear,3138779190.53891
capital,Generator,CZ0 0,onwind,31964347.04201
capital,Generator,CZ0 0,residential rural solar thermal,113781.89895
capital,Generator,CZ0 0,residential urban decentral solar thermal,124634.62927
capital,Generator,CZ0 0,ror,12396579.18494
capital,Generator,CZ0 0,services rural solar thermal,111639.06209
capital,Generator,CZ0 0,services urban decentral solar thermal,112024.13335
capital,Generator,CZ0 0,solar,63759657.63628
capital,Generator,CZ0 0,solar rooftop,787200.94911
capital,Generator,CZ0 0,solar-hsat,1166927.67454
capital,Generator,CZ0 0,urban central solar thermal,117993.59001
capital,Generator,DE0 0,load,0.0
capital,Generator,DE0 0,nuclear,11511843384.39977
capital,Generator,DE0 0,offwind-ac,1460336957.2813
capital,Generator,DE0 0,offwind-dc,4737424950.00378
capital,Generator,DE0 0,onwind,2825922565.56261
capital,Generator,DE0 0,residential rural solar thermal,129786.24923
capital,Generator,DE0 0,residential urban decentral solar thermal,149346.39768
capital,Generator,DE0 0,ror,506429478.63486
capital,Generator,DE0 0,services rural solar thermal,135059.20099
capital,Generator,DE0 0,services urban decentral solar thermal,139701.38689
capital,Generator,DE0 0,solar,1282875597.17191
capital,Generator,DE0 0,solar rooftop,2265962.61666
capital,Generator,DE0 0,solar-hsat,2516745.50663
capital,Generator,DE0 0,urban central solar thermal,141352.67856
capital,Generator,DE0 1,load,0.0
capital,Generator,DE0 1,nuclear,5895439120.88788
capital,Generator,DE0 1,offwind-ac,419716838.45032
capital,Generator,DE0 1,offwind-dc,55568858.53943
capital,Generator,DE0 1,onwind,2296137765.91573
capital,Generator,DE0 1,residential rural solar thermal,139830.3793
capital,Generator,DE0 1,residential urban decentral solar thermal,145983.28501
capital,Generator,DE0 1,ror,1107467645.73254
capital,Generator,DE0 1,services rural solar thermal,136492.58324
capital,Generator,DE0 1,services urban decentral solar thermal,133697.00341
capital,Generator,DE0 1,solar,4284471806.48277
capital,Generator,DE0 1,solar rooftop,5884266.73278
capital,Generator,DE0 1,solar-hsat,2096889.74486
capital,Generator,DE0 1,urban central solar thermal,137381.9446
capital,Generator,DK0 0,load,0.0
capital,Generator,DK0 0,offwind-ac,299783668.86068
capital,Generator,DK0 0,offwind-dc,2213380.03973
capital,Generator,DK0 0,onwind,6073921076.98495
capital,Generator,DK0 0,residential rural solar thermal,100418.35998
capital,Generator,DK0 0,residential urban decentral solar thermal,118550.69359
capital,Generator,DK0 0,services rural solar thermal,104729.56617
capital,Generator,DK0 0,services urban decentral solar thermal,104181.82375
capital,Generator,DK0 0,solar,48072858.05762
capital,Generator,DK0 0,solar rooftop,452878.41245
capital,Generator,DK0 0,solar-hsat,1027939.72507
capital,Generator,DK0 0,urban central solar thermal,106968.00127
capital,Generator,DK1 0,load,0.0
capital,Generator,DK1 0,offwind-ac,204933723.23244
capital,Generator,DK1 0,offwind-dc,1599274.4683
capital,Generator,DK1 0,onwind,1509423664.9887
capital,Generator,DK1 0,residential rural solar thermal,95776.35725
capital,Generator,DK1 0,residential urban decentral solar thermal,111238.75486
capital,Generator,DK1 0,services rural solar thermal,100468.02122
capital,Generator,DK1 0,services urban decentral solar thermal,99641.80403
capital,Generator,DK1 0,solar,133591679.06855
capital,Generator,DK1 0,solar rooftop,1575168.95404
capital,Generator,DK1 0,solar-hsat,2467152.36894
capital,Generator,DK1 0,urban central solar thermal,97860.00786
capital,Generator,EE0 0,load,0.0
capital,Generator,EE0 0,offwind-ac,1215147.78303
capital,Generator,EE0 0,offwind-dc,982649.33328
capital,Generator,EE0 0,onwind,955560270.61458
capital,Generator,EE0 0,residential rural solar thermal,104692.41941
capital,Generator,EE0 0,residential urban decentral solar thermal,108333.29789
capital,Generator,EE0 0,services rural solar thermal,100185.94497
capital,Generator,EE0 0,services urban decentral solar thermal,98618.35079
capital,Generator,EE0 0,solar,33440006.80616
capital,Generator,EE0 0,solar rooftop,60450144.35173
capital,Generator,EE0 0,solar-hsat,2574620.76477
capital,Generator,EE0 0,urban central solar thermal,101027.78996
capital,Generator,ES0 0,load,0.0
capital,Generator,ES0 0,nuclear,3543098685.38461
capital,Generator,ES0 0,offwind-ac,3733979.15495
capital,Generator,ES0 0,offwind-dc,2550871.46074
capital,Generator,ES0 0,onwind,7874832550.89768
capital,Generator,ES0 0,residential rural solar thermal,368067.95346
capital,Generator,ES0 0,residential urban decentral solar thermal,412902.05533
capital,Generator,ES0 0,ror,40062148.34745
capital,Generator,ES0 0,services rural solar thermal,214647.91672
capital,Generator,ES0 0,services urban decentral solar thermal,212353.78216
capital,Generator,ES0 0,solar,16484515566.09762
capital,Generator,ES0 0,solar rooftop,2314046256.65599
capital,Generator,ES0 0,solar-hsat,3315492.45128
capital,Generator,ES0 0,urban central solar thermal,848228.43319
capital,Generator,ES6 0,load,0.0
capital,Generator,ES6 0,nuclear,2286087289.29146
capital,Generator,ES6 0,offwind-ac,424652.73502
capital,Generator,ES6 0,offwind-dc,750194.73021
capital,Generator,ES6 0,onwind,110239746.8881
capital,Generator,ES6 0,residential rural solar thermal,162741.41535
capital,Generator,ES6 0,residential urban decentral solar thermal,165510.26076
capital,Generator,ES6 0,ror,45303586.30495
capital,Generator,ES6 0,services rural solar thermal,142810.67624
capital,Generator,ES6 0,services urban decentral solar thermal,141797.20568
capital,Generator,ES6 0,solar,7960393.07011
capital,Generator,ES6 0,solar rooftop,40625903.55578
capital,Generator,ES6 0,solar-hsat,575528.33372
capital,Generator,ES6 0,urban central solar thermal,133324.10912
capital,Generator,EU,biogas,0.0
capital,Generator,EU,coal,0.0
capital,Generator,EU,gas,0.0
capital,Generator,EU,load,0.0
capital,Generator,EU,oil primary,0.0
capital,Generator,EU,solid biomass,0.0
capital,Generator,FI1 0,load,0.0
capital,Generator,FI1 0,nuclear,3288029893.2689
capital,Generator,FI1 0,offwind-ac,13805478.06643
capital,Generator,FI1 0,offwind-dc,3104406847.25868
capital,Generator,FI1 0,onwind,891281552.90729
capital,Generator,FI1 0,residential rural solar thermal,75483.05645
capital,Generator,FI1 0,residential urban decentral solar thermal,88206.46004
capital,Generator,FI1 0,ror,453195348.92122
capital,Generator,FI1 0,services rural solar thermal,79413.92815
capital,Generator,FI1 0,services urban decentral solar thermal,79119.04783
capital,Generator,FI1 0,solar,9433516.79293
capital,Generator,FI1 0,solar rooftop,881671.07881
capital,Generator,FI1 0,solar-hsat,1723730.19475
capital,Generator,FI1 0,urban central solar thermal,89821.24502
capital,Generator,FR0 0,load,0.0
capital,Generator,FR0 0,nuclear,48756506083.15942
capital,Generator,FR0 0,offwind-ac,6155869372.67211
capital,Generator,FR0 0,offwind-dc,32134543656.87334
capital,Generator,FR0 0,onwind,2217157781.5949
capital,Generator,FR0 0,residential rural solar thermal,239089.62999
capital,Generator,FR0 0,residential urban decentral solar thermal,266518.3273
capital,Generator,FR0 0,ror,2104829751.47617
capital,Generator,FR0 0,services rural solar thermal,197191.76332
capital,Generator,FR0 0,services urban decentral solar thermal,195014.29459
capital,Generator,FR0 0,solar,8718931546.87256
capital,Generator,FR0 0,solar rooftop,935230876.51447
capital,Generator,FR0 0,solar-hsat,2639599.67782
capital,Generator,FR0 0,urban central solar thermal,285231.07908
capital,Generator,FR5 0,load,0.0
capital,Generator,FR5 0,offwind-ac,639661.45058
capital,Generator,FR5 0,offwind-dc,1331220.36708
capital,Generator,FR5 0,onwind,1711214.0981
capital,Generator,FR5 0,residential rural solar thermal,157838.20902
capital,Generator,FR5 0,residential urban decentral solar thermal,0.0
capital,Generator,FR5 0,ror,45627745.23532
capital,Generator,FR5 0,services rural solar thermal,159700.46402
capital,Generator,FR5 0,services urban decentral solar thermal,141620.95688
capital,Generator,FR5 0,solar,321751785.00581
capital,Generator,FR5 0,solar rooftop,18467041.24605
capital,Generator,FR5 0,solar-hsat,1103334.57662
capital,Generator,GB2 0,load,0.0
capital,Generator,GB2 0,nuclear,12016864995.76452
capital,Generator,GB2 0,offwind-ac,21553458071.92013
capital,Generator,GB2 0,offwind-dc,2473720.0825
capital,Generator,GB2 0,onwind,22454008729.27982
capital,Generator,GB2 0,residential rural solar thermal,160884.23098
capital,Generator,GB2 0,residential urban decentral solar thermal,187021.03514
capital,Generator,GB2 0,ror,678984076.15559
capital,Generator,GB2 0,services rural solar thermal,146014.2563
capital,Generator,GB2 0,services urban decentral solar thermal,172562.62262
capital,Generator,GB2 0,solar,1119200422.00415
capital,Generator,GB2 0,solar rooftop,6212906.18515
capital,Generator,GB2 0,solar-hsat,2470509.10887
capital,Generator,GB2 0,urban central solar thermal,144808.50767
capital,Generator,GB3 0,load,0.0
capital,Generator,GB3 0,nuclear,2441515747.94355
capital,Generator,GB3 0,offwind-ac,1095307436.58348
capital,Generator,GB3 0,offwind-dc,2227960.08928
capital,Generator,GB3 0,onwind,182983636.52371
capital,Generator,GB3 0,residential rural solar thermal,106904.04517
capital,Generator,GB3 0,residential urban decentral solar thermal,106617.0903
capital,Generator,GB3 0,ror,441577325.90046
capital,Generator,GB3 0,services rural solar thermal,99496.48473
capital,Generator,GB3 0,services urban decentral solar thermal,98997.57494
capital,Generator,GB3 0,solar,10399963.58136
capital,Generator,GB3 0,solar rooftop,469289.04242
capital,Generator,GB3 0,solar-hsat,795223.44362
capital,Generator,GB3 0,urban central solar thermal,84118.63949
capital,Generator,GR0 0,load,0.0
capital,Generator,GR0 0,offwind-ac,1256101.45171
capital,Generator,GR0 0,offwind-dc,2042222.00529
capital,Generator,GR0 0,onwind,473104345.29425
capital,Generator,GR0 0,residential rural solar thermal,271510.43038
capital,Generator,GR0 0,residential urban decentral solar thermal,339221.12939
capital,Generator,GR0 0,ror,31772365.34325
capital,Generator,GR0 0,services rural solar thermal,281105.98272
capital,Generator,GR0 0,services urban decentral solar thermal,307179.18534
capital,Generator,GR0 0,solar,4902480275.25485
capital,Generator,GR0 0,solar rooftop,285435886.63131
capital,Generator,GR0 0,solar-hsat,1605380.71556
capital,Generator,GR0 0,urban central solar thermal,400701.90386
capital,Generator,HR0 0,load,0.0
capital,Generator,HR0 0,offwind-ac,683434.24893
capital,Generator,HR0 0,offwind-dc,1185158.32461
capital,Generator,HR0 0,onwind,107307616.11756
capital,Generator,HR0 0,residential rural solar thermal,166499.26946
capital,Generator,HR0 0,residential urban decentral solar thermal,173594.0183
capital,Generator,HR0 0,ror,85877138.08148
