component,carrier,location,bus_carrier,0
Generator,biogas,EU,biogas,0.0
Generator,gas,EU,gas,257078494.50984
Generator,load,AL0 0,AC,11.71555
Generator,load,AL0 0,EV battery,10.84328
Generator,load,AL0 0,H2,11.8943
Generator,load,AL0 0,battery,11.76825
Generator,load,AL0 0,home battery,11.76488
Generator,load,AL0 0,low voltage,11.73208
Generator,load,AL0 0,residential rural heat,6.56384
Generator,load,AL0 0,residential urban decentral heat,6.94066
Generator,load,AL0 0,services rural heat,5.48914
Generator,load,AL0 0,services urban decentral heat,5.24109
Generator,load,AL0 0,urban central heat,6.25906
Generator,load,AT0 0,AC,11.83163
Generator,load,AT0 0,EV battery,13.1219
Generator,load,AT0 0,H2,11.89723
Generator,load,AT0 0,battery,11.82027
Generator,load,AT0 0,home battery,11.81825
Generator,load,AT0 0,low voltage,11.82796
Generator,load,AT0 0,residential rural heat,11.25751
Generator,load,AT0 0,residential urban decentral heat,11.28105
Generator,load,AT0 0,services rural heat,11.10814
Generator,load,AT0 0,services urban decentral heat,10.28561
Generator,load,AT0 0,urban central heat,11.78645
Generator,load,BA0 0,AC,11.63456
Generator,load,BA0 0,EV battery,11.33384
Generator,load,BA0 0,H2,11.89453
Generator,load,BA0 0,battery,11.68898
Generator,load,BA0 0,home battery,11.6888
Generator,load,BA0 0,low voltage,11.65423
Generator,load,BA0 0,residential rural heat,8.81017
Generator,load,BA0 0,residential urban decentral heat,8.43847
Generator,load,BA0 0,services rural heat,6.84359
Generator,load,BA0 0,services urban decentral heat,6.27248
Generator,load,BA0 0,urban central heat,7.80942
Generator,load,BE0 0,AC,10.4191
Generator,load,BE0 0,EV battery,13.12308
Generator,load,BE0 0,H2,11.89726
Generator,load,BE0 0,battery,10.55723
Generator,load,BE0 0,home battery,10.5478
Generator,load,BE0 0,low voltage,10.46335
Generator,load,BE0 0,residential rural heat,8.73639
Generator,load,BE0 0,residential urban decentral heat,11.73067
Generator,load,BE0 0,services rural heat,11.13579
Generator,load,BE0 0,services urban decentral heat,11.06419
Generator,load,BE0 0,urban central heat,12.21889
Generator,load,BG0 0,AC,10.46578
Generator,load,BG0 0,EV battery,11.94022
Generator,load,BG0 0,H2,11.89539
Generator,load,BG0 0,battery,10.54087
Generator,load,BG0 0,home battery,10.56131
Generator,load,BG0 0,low voltage,10.46538
Generator,load,BG0 0,residential rural heat,8.24596
Generator,load,BG0 0,residential urban decentral heat,9.52232
Generator,load,BG0 0,services rural heat,8.35412
Generator,load,BG0 0,services urban decentral heat,8.12116
Generator,load,BG0 0,urban central heat,9.36701
Generator,load,CH0 0,AC,10.46345
Generator,load,CH0 0,EV battery,12.20594
Generator,load,CH0 0,H2,11.89818
Generator,load,CH0 0,battery,10.53594
