,0
co2_shadow,-388595.3275892287
co2_storage_shadow,0.11220914676864716
electricity_price_mean,58.839275494125125
electricity_price_std,215.78411986426198
electricity_price_zero_hours,0.06864155251141553
line_volume,478059522.9440203
line_volume_AC,215522079.19032562
line_volume_DC,262537443.75369462
total costs,24299742115432.258
