cost,component,location,carrier,0
capital,Generator,AL0 0,load,0.0
capital,Generator,AL0 0,offwind-ac,8598267.34009
capital,Generator,AL0 0,offwind-dc,442408379.25929
capital,Generator,AL0 0,onwind,22074172.19203
capital,Generator,AL0 0,residential rural solar thermal,2458751.78951
capital,Generator,AL0 0,residential urban decentral solar thermal,1630615.95438
capital,Generator,AL0 0,ror,14853811.92575
capital,Generator,AL0 0,services rural solar thermal,1551953.64582
capital,Generator,AL0 0,services urban decentral solar thermal,1032888.09227
capital,Generator,AL0 0,solar,674325148.26881
capital,Generator,AL0 0,solar rooftop,86329321.75995
capital,Generator,AL0 0,solar-hsat,13086971.63455
capital,Generator,AL0 0,urban central solar thermal,3359774.08218
capital,Generator,AT0 0,load,0.0
capital,Generator,AT0 0,onwind,304548528.21924
capital,Generator,AT0 0,residential rural solar thermal,1220084.28511
capital,Generator,AT0 0,residential urban decentral solar thermal,1301428.69558
capital,Generator,AT0 0,ror,1376929988.78063
capital,Generator,AT0 0,services rural solar thermal,880091.83133
capital,Generator,AT0 0,services urban decentral solar thermal,869747.10974
capital,Generator,AT0 0,solar,4500729907.37496
capital,Generator,AT0 0,solar rooftop,631060976.41574
capital,Generator,AT0 0,solar-hsat,13549326.26183
capital,Generator,AT0 0,urban central solar thermal,1418190.40957
capital,Generator,BA0 0,load,0.0
capital,Generator,BA0 0,offwind-ac,2207277.24732
capital,Generator,BA0 0,onwind,40955990.0278
capital,Generator,BA0 0,residential rural solar thermal,1269177.4806
capital,Generator,BA0 0,residential urban decentral solar thermal,1213884.06901
capital,Generator,BA0 0,services rural solar thermal,886231.79802
capital,Generator,BA0 0,services urban decentral solar thermal,849787.62106
capital,Generator,BA0 0,solar,119998791.41258
capital,Generator,BA0 0,solar rooftop,76958894.45872
capital,Generator,BA0 0,solar-hsat,10523277.96679
capital,Generator,BA0 0,urban central solar thermal,1584988.13627
capital,Generator,BE0 0,load,0.0
capital,Generator,BE0 0,nuclear,4471089174.24158
capital,Generator,BE0 0,offwind-ac,419079145.3416
capital,Generator,BE0 0,offwind-dc,176290417.01402
capital,Generator,BE0 0,onwind,1422610181.94176
capital,Generator,BE0 0,residential rural solar thermal,680822.00506
capital,Generator,BE0 0,residential urban decentral solar thermal,799813.32462
capital,Generator,BE0 0,ror,18186779.19648
capital,Generator,BE0 0,services rural solar thermal,698135.40894
capital,Generator,BE0 0,services urban decentral solar thermal,747177.90013
capital,Generator,BE0 0,solar,2046829139.52134
capital,Generator,BE0 0,solar rooftop,17126571.43851
capital,Generator,BE0 0,solar-hsat,15498724.45548
capital,Generator,BE0 0,urban central solar thermal,781106.94163
capital,Generator,BG0 0,load,0.0
capital,Generator,BG0 0,nuclear,1568489832.03435
capital,Generator,BG0 0,offwind-ac,22848704.86589
capital,Generator,BG0 0,offwind-dc,36228998.67201
capital,Generator,BG0 0,onwind,66319806.41564
capital,Generator,BG0 0,residential rural solar thermal,895057.57795
capital,Generator,BG0 0,residential urban decentral solar thermal,929934.7204
capital,Generator,BG0 0,ror,34022009.05814
capital,Generator,BG0 0,services rural solar thermal,861835.25582
capital,Generator,BG0 0,services urban decentral solar thermal,860745.69838
capital,Generator,BG0 0,solar,395376331.54961
capital,Generator,BG0 0,solar rooftop,148149132.62868
capital,Generator,BG0 0,solar-hsat,18793396.84678
capital,Generator,BG0 0,urban central solar thermal,1369045.01857
capital,Generator,CH0 0,load,0.0
capital,Generator,CH0 0,nuclear,2529004045.00944
capital,Generator,CH0 0,onwind,8210445.7656
capital,Generator,CH0 0,residential rural solar thermal,1416450.38021
capital,Generator,CH0 0,residential urban decentral solar thermal,1633035.17642
capital,Generator,CH0 0,ror,1295123214.9052
capital,Generator,CH0 0,services rural solar thermal,1043388.48038
capital,Generator,CH0 0,services urban decentral solar thermal,1174193.94628
capital,Generator,CH0 0,solar,3656589159.67372
capital,Generator,CH0 0,solar rooftop,565518234.38866
capital,Generator,CH0 0,solar-hsat,22553374.45337
