,0
co2_shadow,-310.08165545946747
co2_storage_shadow,123.42676751697985
electricity_price_mean,52.17705681679437
electricity_price_std,114.46319246369627
electricity_price_zero_hours,0.049554794520547944
line_volume,365730985.6380025
line_volume_AC,176490001.54949328
line_volume_DC,189240984.08850926
total costs,787390446057.3604
