cost,component,carrier,0
capital,Generator,biogas,0.0
capital,Generator,coal,0.0
capital,Generator,gas,0.0
capital,Generator,load,0.0
capital,Generator,nuclear,116390379354.51602
capital,Generator,offwind-ac,11767730133.79552
capital,Generator,offwind-dc,25806097045.36771
capital,Generator,oil primary,0.0
capital,Generator,onwind,74298877331.67104
capital,Generator,residential rural solar thermal,8899721.92168
capital,Generator,residential urban decentral solar thermal,9490113.34199
capital,Generator,ror,15121742314.61956
capital,Generator,services rural solar thermal,8951218.9516
capital,Generator,services urban decentral solar thermal,8885086.58288
capital,Generator,solar,102873019714.9511
capital,Generator,solar rooftop,7516914657.26993
capital,Generator,solar-hsat,74690251.34856
capital,Generator,solid biomass,0.0
capital,Generator,urban central solar thermal,9070696.5082
capital,Line,AC,7138853299.33782
capital,Link,BEV charger,0.0
capital,Link,CCGT,21021777393.44914
capital,Link,DC,15692698427.95057
capital,Link,Fischer-Tropsch,9977990742.65806
capital,Link,H2 Electrolysis,48031022615.49634
capital,Link,H2 pipeline,3717500885.87459
capital,Link,HVC to air,0.0
capital,Link,agriculture machinery oil,0.0
capital,Link,battery charger,20863298.08743
capital,Link,battery discharger,0.0
capital,Link,co2 sequestered,0.0
capital,Link,coal for industry,0.0
capital,Link,electricity distribution grid,47064446277.60403
capital,Link,gas for industry,0.0
capital,Link,gas for industry CC,2675071372.29558
capital,Link,home battery charger,21311180.27033
capital,Link,home battery discharger,0.0
capital,Link,industry methanol,0.0
capital,Link,kerosene for aviation,0.0
capital,Link,land transport oil,0.0
capital,Link,methanolisation,2837847044.78191
capital,Link,naphtha for industry,0.0
capital,Link,oil refining,0.0
capital,Link,process emissions,0.0
capital,Link,process emissions CC,4014851578.68023
capital,Link,residential rural air heat pump,3392391419.05607
capital,Link,residential rural ground heat pump,18803891528.17499
capital,Link,residential urban decentral air heat pump,35725280547.18606
capital,Link,services rural air heat pump,1340015413.2399
capital,Link,services rural ground heat pump,10285646366.06874
capital,Link,services urban decentral air heat pump,14321856917.6161
capital,Link,shipping methanol,0.0
capital,Link,shipping oil,0.0
capital,Link,solid biomass for industry,0.0
