,0
co2_shadow,-161.2979987291838
co2_storage_shadow,76.10950449459382
electricity_price_mean,44.44644166230412
electricity_price_std,126.69663558325539
electricity_price_zero_hours,0.18232876712328766
line_volume,323183500.0107006
line_volume_AC,163469866.66955805
line_volume_DC,159713633.3411425
total costs,777975097123.0017
