cost,component,location,carrier,0
capital,Generator,ME0 0,onwind,11113663.72189
capital,Generator,ME0 0,residential rural solar thermal,216960.44355
capital,Generator,ME0 0,residential urban decentral solar thermal,227086.32276
capital,Generator,ME0 0,ror,1651793.1934
capital,Generator,ME0 0,services rural solar thermal,171850.21527
capital,Generator,ME0 0,services urban decentral solar thermal,253492.94119
capital,Generator,ME0 0,solar,444288406.05315
capital,Generator,ME0 0,solar rooftop,18802467.23846
capital,Generator,ME0 0,solar-hsat,1462124.33667
capital,Generator,ME0 0,urban central solar thermal,203300.76346
capital,Generator,MK0 0,load,0.0
capital,Generator,MK0 0,onwind,6879065.60131
capital,Generator,MK0 0,residential rural solar thermal,243480.96894
capital,Generator,MK0 0,residential urban decentral solar thermal,226838.20568
capital,Generator,MK0 0,ror,59045443.2567
capital,Generator,MK0 0,services rural solar thermal,207452.46274
capital,Generator,MK0 0,services urban decentral solar thermal,253725.58341
capital,Generator,MK0 0,solar,1458008830.47599
capital,Generator,MK0 0,solar rooftop,31293381.44858
capital,Generator,MK0 0,solar-hsat,1631940.39382
capital,Generator,MK0 0,urban central solar thermal,148548.49138
capital,Generator,NL0 0,load,0.0
capital,Generator,NL0 0,nuclear,45232533.33422
capital,Generator,NL0 0,offwind-ac,1067399499.81026
capital,Generator,NL0 0,offwind-dc,2751033.68134
capital,Generator,NL0 0,onwind,4409892736.5252
capital,Generator,NL0 0,residential rural solar thermal,168666.57591
capital,Generator,NL0 0,residential urban decentral solar thermal,197122.56543
capital,Generator,NL0 0,services rural solar thermal,193507.81426
capital,Generator,NL0 0,services urban decentral solar thermal,176179.35104
capital,Generator,NL0 0,solar,967736848.14695
capital,Generator,NL0 0,solar rooftop,1482191.15362
capital,Generator,NL0 0,solar-hsat,2318429.10706
capital,Generator,NL0 0,urban central solar thermal,159668.9656
capital,Generator,NO1 0,load,0.0
capital,Generator,NO1 0,offwind-ac,25784704.23624
capital,Generator,NO1 0,offwind-dc,1886355.48418
capital,Generator,NO1 0,onwind,520442726.06466
capital,Generator,NO1 0,residential rural solar thermal,146693.16209
capital,Generator,NO1 0,residential urban decentral solar thermal,157469.28335
capital,Generator,NO1 0,ror,340682346.13927
capital,Generator,NO1 0,services rural solar thermal,146170.62901
capital,Generator,NO1 0,services urban decentral solar thermal,149099.33592
capital,Generator,NO1 0,solar,4770164.93768
capital,Generator,NO1 0,solar rooftop,596888.76499
capital,Generator,NO1 0,solar-hsat,1300744.2343
capital,Generator,NO1 0,urban central solar thermal,132529.49825
capital,Generator,PL0 0,load,0.0
capital,Generator,PL0 0,offwind-ac,855591883.25705
capital,Generator,PL0 0,offwind-dc,3584381917.4213
capital,Generator,PL0 0,onwind,4107797343.75238
capital,Generator,PL0 0,residential rural solar thermal,205079.10833
capital,Generator,PL0 0,residential urban decentral solar thermal,208712.59005
capital,Generator,PL0 0,ror,56210389.48212
capital,Generator,PL0 0,services rural solar thermal,205867.6278
capital,Generator,PL0 0,services urban decentral solar thermal,192395.08249
capital,Generator,PL0 0,solar,851183353.88173
capital,Generator,PL0 0,solar rooftop,1995377.97914
capital,Generator,PL0 0,solar-hsat,2903147.94045
capital,Generator,PL0 0,urban central solar thermal,174149.50035
capital,Generator,PT0 0,load,0.0
capital,Generator,PT0 0,offwind-ac,4671537.5162
capital,Generator,PT0 0,offwind-dc,929123.58297
capital,Generator,PT0 0,onwind,501499607.99484
capital,Generator,PT0 0,residential rural solar thermal,283358.26389
capital,Generator,PT0 0,residential urban decentral solar thermal,299440.56758
capital,Generator,PT0 0,ror,788238177.25466
capital,Generator,PT0 0,services rural solar thermal,303296.14675
capital,Generator,PT0 0,services urban decentral solar thermal,294650.82067
capital,Generator,PT0 0,solar,3145481682.22293
capital,Generator,PT0 0,solar rooftop,404086619.18127
capital,Generator,PT0 0,solar-hsat,2256294.47461
capital,Generator,PT0 0,urban central solar thermal,230525.02458
capital,Generator,RO0 0,load,0.0
capital,Generator,RO0 0,nuclear,979926523.14327
capital,Generator,RO0 0,offwind-ac,308085268.70484
capital,Generator,RO0 0,offwind-dc,9067802.92925
capital,Generator,RO0 0,onwind,518746646.26083
capital,Generator,RO0 0,residential rural solar thermal,259205.80218
capital,Generator,RO0 0,residential urban decentral solar thermal,257890.04371
capital,Generator,RO0 0,ror,1085206556.13942
capital,Generator,RO0 0,services rural solar thermal,257751.85785
capital,Generator,RO0 0,services urban decentral solar thermal,240252.41736
capital,Generator,RO0 0,solar,3185550166.5022
capital,Generator,RO0 0,solar rooftop,5405757.69965
capital,Generator,RO0 0,solar-hsat,1703782.62981
capital,Generator,RO0 0,urban central solar thermal,215447.48152
capital,Generator,RS0 0,load,0.0
capital,Generator,RS0 0,onwind,72706249.54955
capital,Generator,RS0 0,residential rural solar thermal,238084.77193
capital,Generator,RS0 0,residential urban decentral solar thermal,234100.7213
capital,Generator,RS0 0,ror,526478263.35986
capital,Generator,RS0 0,services rural solar thermal,216278.14983
capital,Generator,RS0 0,services urban decentral solar thermal,236794.22181
capital,Generator,RS0 0,solar,7511337.05726
capital,Generator,RS0 0,solar rooftop,2022322.72632
capital,Generator,RS0 0,solar-hsat,1448234.89253
capital,Generator,RS0 0,urban central solar thermal,212076.96344
capital,Generator,SE1 0,load,0.0
capital,Generator,SE1 0,nuclear,7431621643.69239
capital,Generator,SE1 0,offwind-ac,37969350.15505
capital,Generator,SE1 0,offwind-dc,3150322.82241
capital,Generator,SE1 0,onwind,1561405776.25633
capital,Generator,SE1 0,residential rural solar thermal,161035.46112
capital,Generator,SE1 0,residential urban decentral solar thermal,173659.57
capital,Generator,SE1 0,ror,428664987.31771
capital,Generator,SE1 0,services rural solar thermal,166860.01015
capital,Generator,SE1 0,services urban decentral solar thermal,160543.47692
capital,Generator,SE1 0,solar,718503700.35184
capital,Generator,SE1 0,solar rooftop,1500910.72895
capital,Generator,SE1 0,solar-hsat,3980927.24307
capital,Generator,SE1 0,urban central solar thermal,147228.13025
capital,Generator,SI0 0,load,0.0
capital,Generator,SI0 0,nuclear,524642159.97183
capital,Generator,SI0 0,offwind-ac,294004.03285
capital,Generator,SI0 0,onwind,371262.93396
capital,Generator,SI0 0,residential rural solar thermal,192533.73892
capital,Generator,SI0 0,residential urban decentral solar thermal,194530.9697
capital,Generator,SI0 0,ror,155445758.14368
capital,Generator,SI0 0,services rural solar thermal,185705.03409
capital,Generator,SI0 0,services urban decentral solar thermal,199799.72142
capital,Generator,SI0 0,solar,10873208.37905
capital,Generator,SI0 0,solar rooftop,662844.9202
