carrier,0
H2 Electrolysis,-inf
H2 pipeline,-inf
battery charger,-inf
methanolisation,-inf
electricity distribution grid,-5703.332982649327
AC,13.082865137424788
DC,15.95364710369584
solar-hsat,23.766692641303496
solar,25.131060924471154
onwind,37.71830617482452
offwind-ac,46.25365574205797
ror,51.28812110048138
offwind-dc,51.66401102247752
battery discharger,53.986319413392195
load,59.231657820793
CCGT,59.3318804483188
waste CHP,63.0924464487035
nuclear,86.15738874858404
PHS,90.003384252399
hydro,121.97452203166073
waste CHP CC,492.6712144034705
