component,carrier,location,bus_carrier,0
Generator,load,LT0 0,residential urban decentral heat,0.0
Generator,load,LT0 0,services rural heat,0.0
Generator,load,LT0 0,services urban decentral heat,0.0
Generator,load,LT0 0,urban central heat,0.0
Generator,load,LU0 0,AC,8.35827
Generator,load,LU0 0,EV battery,8.13207
Generator,load,LU0 0,H2,6.06904
Generator,load,LU0 0,battery,8.39795
Generator,load,LU0 0,home battery,8.43532
Generator,load,LU0 0,low voltage,8.37323
Generator,load,LU0 0,residential rural heat,0.0
Generator,load,LU0 0,residential urban decentral heat,0.0
Generator,load,LU0 0,services rural heat,0.0
Generator,load,LU0 0,services urban decentral heat,0.0
Generator,load,LU0 0,urban central heat,0.0
Generator,load,LV0 0,AC,7.45396
Generator,load,LV0 0,EV battery,8.12081
Generator,load,LV0 0,H2,6.07372
Generator,load,LV0 0,battery,7.609
Generator,load,LV0 0,home battery,7.72911
Generator,load,LV0 0,low voltage,7.51424
Generator,load,LV0 0,residential rural heat,0.0
Generator,load,LV0 0,residential urban decentral heat,0.0
Generator,load,LV0 0,services rural heat,0.0
Generator,load,LV0 0,services urban decentral heat,0.0
Generator,load,LV0 0,urban central heat,0.0
Generator,load,ME0 0,AC,8.13846
Generator,load,ME0 0,EV battery,5.50258
Generator,load,ME0 0,H2,6.06323
Generator,load,ME0 0,battery,8.19053
Generator,load,ME0 0,home battery,8.23373
Generator,load,ME0 0,low voltage,8.16122
Generator,load,ME0 0,residential rural heat,0.0
Generator,load,ME0 0,residential urban decentral heat,0.0
Generator,load,ME0 0,services rural heat,0.0
Generator,load,ME0 0,services urban decentral heat,0.0
Generator,load,ME0 0,urban central heat,0.0
Generator,load,MK0 0,AC,8.36418
Generator,load,MK0 0,EV battery,7.747
Generator,load,MK0 0,H2,6.06385
Generator,load,MK0 0,battery,8.39897
Generator,load,MK0 0,home battery,8.42418
Generator,load,MK0 0,low voltage,8.37644
Generator,load,MK0 0,residential rural heat,0.0
Generator,load,MK0 0,residential urban decentral heat,0.0
Generator,load,MK0 0,services rural heat,0.0
Generator,load,MK0 0,services urban decentral heat,0.0
Generator,load,MK0 0,urban central heat,0.0
Generator,load,NL0 0,AC,6.9066
Generator,load,NL0 0,EV battery,8.75313
Generator,load,NL0 0,H2,6.07079
Generator,load,NL0 0,battery,7.00236
Generator,load,NL0 0,home battery,7.10508
Generator,load,NL0 0,low voltage,6.941
Generator,load,NL0 0,residential rural heat,0.0
Generator,load,NL0 0,residential urban decentral heat,0.0
Generator,load,NL0 0,services rural heat,0.0
Generator,load,NL0 0,services urban decentral heat,0.0
Generator,load,NL0 0,urban central heat,0.0
Generator,load,NO1 0,AC,7.22499
Generator,load,NO1 0,EV battery,8.39267
Generator,load,NO1 0,H2,6.0718
Generator,load,NO1 0,battery,7.22819
Generator,load,NO1 0,home battery,7.36769
Generator,load,NO1 0,low voltage,7.20271
Generator,load,NO1 0,residential rural heat,0.0
Generator,load,NO1 0,residential urban decentral heat,0.0
Generator,load,NO1 0,services rural heat,0.0
Generator,load,NO1 0,services urban decentral heat,0.0
Generator,load,NO1 0,urban central heat,0.0
Generator,load,PL0 0,AC,7.37926
Generator,load,PL0 0,EV battery,8.80238
Generator,load,PL0 0,H2,6.07107
Generator,load,PL0 0,battery,7.52338
Generator,load,PL0 0,home battery,7.73686
Generator,load,PL0 0,low voltage,7.50048
Generator,load,PL0 0,residential rural heat,0.0
Generator,load,PL0 0,residential urban decentral heat,0.0
Generator,load,PL0 0,services rural heat,0.0
Generator,load,PL0 0,services urban decentral heat,0.0
Generator,load,PL0 0,urban central heat,0.0
Generator,load,PT0 0,AC,7.15974
Generator,load,PT0 0,EV battery,8.54494
Generator,load,PT0 0,H2,6.07823
Generator,load,PT0 0,battery,7.1629
Generator,load,PT0 0,home battery,7.32465
Generator,load,PT0 0,low voltage,7.13829
Generator,load,PT0 0,residential rural heat,0.0
Generator,load,PT0 0,residential urban decentral heat,0.0
Generator,load,PT0 0,services rural heat,0.0
Generator,load,PT0 0,services urban decentral heat,0.0
Generator,load,PT0 0,urban central heat,0.0
