component,carrier,location,bus_carrier,0
Generator,biogas,EU,biogas,0.0
Generator,gas,EU,gas,257077962.28992
Generator,load,AL0 0,AC,6.3125
Generator,load,AL0 0,EV battery,6.94426
Generator,load,AL0 0,H2,6.67215
Generator,load,AL0 0,battery,6.46673
Generator,load,AL0 0,home battery,6.46845
Generator,load,AL0 0,low voltage,6.37165
Generator,load,AL0 0,residential rural heat,3.03576
Generator,load,AL0 0,residential urban decentral heat,3.18146
Generator,load,AL0 0,services rural heat,2.51808
Generator,load,AL0 0,services urban decentral heat,2.38892
Generator,load,AL0 0,urban central heat,3.56938
Generator,load,AT0 0,AC,6.77836
Generator,load,AT0 0,EV battery,6.70883
Generator,load,AT0 0,H2,6.67651
Generator,load,AT0 0,battery,6.727
Generator,load,AT0 0,home battery,6.69648
Generator,load,AT0 0,low voltage,6.75734
Generator,load,AT0 0,residential rural heat,6.25156
Generator,load,AT0 0,residential urban decentral heat,6.26522
Generator,load,AT0 0,services rural heat,5.99762
Generator,load,AT0 0,services urban decentral heat,5.33202
Generator,load,AT0 0,urban central heat,6.19545
Generator,load,BA0 0,AC,6.1648
Generator,load,BA0 0,EV battery,6.95198
Generator,load,BA0 0,H2,6.67173
Generator,load,BA0 0,battery,6.35727
Generator,load,BA0 0,home battery,6.37169
Generator,load,BA0 0,low voltage,6.24193
Generator,load,BA0 0,residential rural heat,4.38548
Generator,load,BA0 0,residential urban decentral heat,4.11449
Generator,load,BA0 0,services rural heat,3.14623
Generator,load,BA0 0,services urban decentral heat,2.85196
Generator,load,BA0 0,urban central heat,4.44815
Generator,load,BE0 0,AC,5.10835
Generator,load,BE0 0,EV battery,6.22749
Generator,load,BE0 0,H2,6.67585
Generator,load,BE0 0,battery,5.22673
Generator,load,BE0 0,home battery,5.23193
Generator,load,BE0 0,low voltage,5.14955
Generator,load,BE0 0,residential rural heat,4.25686
Generator,load,BE0 0,residential urban decentral heat,6.38068
Generator,load,BE0 0,services rural heat,5.95324
Generator,load,BE0 0,services urban decentral heat,5.89787
Generator,load,BE0 0,urban central heat,6.05857
Generator,load,BG0 0,AC,5.16696
Generator,load,BG0 0,EV battery,6.81926
Generator,load,BG0 0,H2,6.67357
Generator,load,BG0 0,battery,5.24874
Generator,load,BG0 0,home battery,5.27525
Generator,load,BG0 0,low voltage,5.1648
Generator,load,BG0 0,residential rural heat,3.99004
Generator,load,BG0 0,residential urban decentral heat,4.8303
Generator,load,BG0 0,services rural heat,3.88268
Generator,load,BG0 0,services urban decentral heat,3.91658
Generator,load,BG0 0,urban central heat,5.35791
Generator,load,CH0 0,AC,5.15074
Generator,load,CH0 0,EV battery,6.59387
Generator,load,CH0 0,H2,6.67879
Generator,load,CH0 0,battery,5.22302
Generator,load,CH0 0,home battery,5.26703
Generator,load,CH0 0,low voltage,5.14821
Generator,load,CH0 0,residential rural heat,5.54233
Generator,load,CH0 0,residential urban decentral heat,6.26346
Generator,load,CH0 0,services rural heat,4.68626
Generator,load,CH0 0,services urban decentral heat,5.79076
Generator,load,CH0 0,urban central heat,6.17864
Generator,load,CZ0 0,AC,5.14714
Generator,load,CZ0 0,EV battery,6.29423
Generator,load,CZ0 0,H2,6.67437
Generator,load,CZ0 0,battery,5.22364
Generator,load,CZ0 0,home battery,5.26534
Generator,load,CZ0 0,low voltage,5.14729
Generator,load,CZ0 0,residential rural heat,5.77484
Generator,load,CZ0 0,residential urban decentral heat,6.31053
Generator,load,CZ0 0,services rural heat,5.81719
Generator,load,CZ0 0,services urban decentral heat,5.45143
Generator,load,CZ0 0,urban central heat,6.28857
Generator,load,DE0 0,AC,5.19996
Generator,load,DE0 0,EV battery,5.15842
Generator,load,DE0 0,H2,6.67572
Generator,load,DE0 0,battery,5.29821
Generator,load,DE0 0,home battery,5.32953
Generator,load,DE0 0,low voltage,5.1955
Generator,load,DE0 0,residential rural heat,6.61063
Generator,load,DE0 0,residential urban decentral heat,6.85053
Generator,load,DE0 0,services rural heat,6.64346
Generator,load,DE0 0,services urban decentral heat,7.0162
Generator,load,DE0 0,urban central heat,5.15474
Generator,load,DE0 1,AC,5.18435
Generator,load,DE0 1,EV battery,5.22195
Generator,load,DE0 1,H2,6.67387
Generator,load,DE0 1,battery,5.27485
Generator,load,DE0 1,home battery,5.30744
Generator,load,DE0 1,low voltage,5.18108
Generator,load,DE0 1,residential rural heat,6.57091
Generator,load,DE0 1,residential urban decentral heat,6.62174
Generator,load,DE0 1,services rural heat,7.13278
Generator,load,DE0 1,services urban decentral heat,8.57202
Generator,load,DE0 1,urban central heat,5.66413
Generator,load,DK0 0,AC,6.44664
Generator,load,DK0 0,EV battery,6.93694
Generator,load,DK0 0,H2,6.67408
Generator,load,DK0 0,battery,6.59598
Generator,load,DK0 0,home battery,6.59264
Generator,load,DK0 0,low voltage,6.48174
Generator,load,DK0 0,residential rural heat,4.18036
Generator,load,DK0 0,residential urban decentral heat,82.25142
Generator,load,DK0 0,services rural heat,4.97172
Generator,load,DK0 0,services urban decentral heat,5.07099
Generator,load,DK0 0,urban central heat,4.51765
Generator,load,DK1 0,AC,6.21787
Generator,load,DK1 0,EV battery,6.91983
Generator,load,DK1 0,H2,6.67306
Generator,load,DK1 0,battery,6.23418
Generator,load,DK1 0,home battery,6.23359
Generator,load,DK1 0,low voltage,6.22116
Generator,load,DK1 0,residential rural heat,3.24879
Generator,load,DK1 0,residential urban decentral heat,5.62305
Generator,load,DK1 0,services rural heat,3.99522
Generator,load,DK1 0,services urban decentral heat,4.25957
Generator,load,DK1 0,urban central heat,4.27637
Generator,load,EE0 0,AC,5.94742
Generator,load,EE0 0,EV battery,6.8644
Generator,load,EE0 0,H2,6.67259
Generator,load,EE0 0,battery,6.10657
Generator,load,EE0 0,home battery,6.1311
Generator,load,EE0 0,low voltage,6.0002
Generator,load,EE0 0,residential rural heat,3.73217
Generator,load,EE0 0,residential urban decentral heat,4.46083
Generator,load,EE0 0,services rural heat,3.54682
Generator,load,EE0 0,services urban decentral heat,3.25658
Generator,load,EE0 0,urban central heat,4.86987
Generator,load,ES0 0,AC,5.17698
Generator,load,ES0 0,EV battery,5.17265
Generator,load,ES0 0,H2,6.67992
Generator,load,ES0 0,battery,5.26496
Generator,load,ES0 0,home battery,5.26681
Generator,load,ES0 0,low voltage,5.17421
Generator,load,ES0 0,residential rural heat,5.3944
Generator,load,ES0 0,residential urban decentral heat,5.99572
Generator,load,ES0 0,services rural heat,5.95077
Generator,load,ES0 0,services urban decentral heat,5.63343
Generator,load,ES0 0,urban central heat,5.30294
Generator,load,ES6 0,AC,5.14172
Generator,load,ES6 0,EV battery,6.67233
Generator,load,ES6 0,H2,6.67887
Generator,load,ES6 0,battery,5.21156
Generator,load,ES6 0,home battery,5.20972
Generator,load,ES6 0,low voltage,5.14179
Generator,load,ES6 0,residential rural heat,1.69731
Generator,load,ES6 0,residential urban decentral heat,2.70457
Generator,load,ES6 0,services rural heat,2.41327
Generator,load,ES6 0,services urban decentral heat,2.16541
Generator,load,ES6 0,urban central heat,2.68781
Generator,load,EU,agriculture machinery oil,22080736.0585
Generator,load,EU,biogas,0.0
Generator,load,EU,co2,0.0
Generator,load,EU,co2 sequestered,26.99061
Generator,load,EU,co2 stored,17.97613
Generator,load,EU,gas,0.0
Generator,load,EU,gas for industry,157.32634
Generator,load,EU,industry methanol,178.46899
Generator,load,EU,kerosene for aviation,188086566.84863
Generator,load,EU,methanol,6.88281
Generator,load,EU,naphtha for industry,6.4216
Generator,load,EU,non-sequestered HVC,40.90865
Generator,load,EU,none,0.0
Generator,load,EU,oil,6.92
Generator,load,EU,oil primary,0.0
Generator,load,EU,process emissions,7.96844
Generator,load,EU,shipping methanol,196.32586
Generator,load,EU,solid biomass,5.05634
Generator,load,EU,solid biomass for industry,2.69523
Generator,load,FI1 0,AC,5.20543
Generator,load,FI1 0,EV battery,6.76033
Generator,load,FI1 0,H2,6.6735
Generator,load,FI1 0,battery,5.29878
Generator,load,FI1 0,home battery,5.36074
Generator,load,FI1 0,low voltage,5.19062
Generator,load,FI1 0,residential rural heat,5.49271
Generator,load,FI1 0,residential urban decentral heat,6.57093
Generator,load,FI1 0,services rural heat,6.17718
Generator,load,FI1 0,services urban decentral heat,5.83308
Generator,load,FI1 0,urban central heat,6.92665
Generator,load,FR0 0,AC,5.21233
Generator,load,FR0 0,EV battery,5.15368
Generator,load,FR0 0,H2,6.68032
Generator,load,FR0 0,battery,5.31537
Generator,load,FR0 0,home battery,5.32747
Generator,load,FR0 0,low voltage,5.20424
Generator,load,FR0 0,residential rural heat,6.37265
Generator,load,FR0 0,residential urban decentral heat,6.30752
Generator,load,FR0 0,services rural heat,6.55745
Generator,load,FR0 0,services urban decentral heat,6.45351
Generator,load,FR0 0,urban central heat,5.10733
Generator,load,FR5 0,AC,6.52863
Generator,load,FR5 0,EV battery,5.4938
Generator,load,FR5 0,H2,6.61768
Generator,load,FR5 0,battery,6.56126
Generator,load,FR5 0,home battery,6.65622
Generator,load,FR5 0,low voltage,6.56642
Generator,load,FR5 0,residential rural heat,2.98334
Generator,load,FR5 0,residential urban decentral heat,0.0
Generator,load,FR5 0,services rural heat,2.66015
Generator,load,FR5 0,services urban decentral heat,1.33525
Generator,load,GB2 0,AC,5.20299
Generator,load,GB2 0,EV battery,5.15981
Generator,load,GB2 0,H2,6.67588
Generator,load,GB2 0,battery,5.3046
Generator,load,GB2 0,home battery,5.32122
Generator,load,GB2 0,low voltage,5.19859
Generator,load,GB2 0,residential rural heat,6.65209
Generator,load,GB2 0,residential urban decentral heat,6.73088
Generator,load,GB2 0,services rural heat,6.20859
Generator,load,GB2 0,services urban decentral heat,6.7442
Generator,load,GB2 0,urban central heat,5.24727
Generator,load,GB3 0,AC,5.16697
Generator,load,GB3 0,EV battery,6.85713
Generator,load,GB3 0,H2,6.67611
Generator,load,GB3 0,battery,5.36287
Generator,load,GB3 0,home battery,5.37484
Generator,load,GB3 0,low voltage,5.23728
Generator,load,GB3 0,residential rural heat,5.05474
Generator,load,GB3 0,residential urban decentral heat,4.02861
Generator,load,GB3 0,services rural heat,3.77385
Generator,load,GB3 0,services urban decentral heat,3.01685
Generator,load,GB3 0,urban central heat,4.7909
Generator,load,GR0 0,AC,5.56449
Generator,load,GR0 0,EV battery,6.32265
Generator,load,GR0 0,H2,6.67473
Generator,load,GR0 0,battery,5.72215
Generator,load,GR0 0,home battery,5.7319
Generator,load,GR0 0,low voltage,5.56515
Generator,load,GR0 0,residential rural heat,3.95927
Generator,load,GR0 0,residential urban decentral heat,5.10093
Generator,load,GR0 0,services rural heat,4.79414
Generator,load,GR0 0,services urban decentral heat,4.45661
Generator,load,GR0 0,urban central heat,5.3039
Generator,load,HR0 0,AC,6.315
Generator,load,HR0 0,EV battery,6.95502
Generator,load,HR0 0,H2,6.67197
Generator,load,HR0 0,battery,6.42378
Generator,load,HR0 0,home battery,6.42505
Generator,load,HR0 0,low voltage,6.35675
Generator,load,HR0 0,residential rural heat,4.58742
Generator,load,HR0 0,residential urban decentral heat,4.64066
Generator,load,HR0 0,services rural heat,4.31868
Generator,load,HR0 0,services urban decentral heat,3.37067
Generator,load,HR0 0,urban central heat,4.929
Generator,load,HU0 0,AC,5.12009
Generator,load,HU0 0,EV battery,6.72562
Generator,load,HU0 0,H2,6.67264
Generator,load,HU0 0,battery,5.25004
Generator,load,HU0 0,home battery,5.25748
Generator,load,HU0 0,low voltage,5.16147
Generator,load,HU0 0,residential rural heat,5.13046
Generator,load,HU0 0,residential urban decentral heat,5.55934
Generator,load,HU0 0,services rural heat,5.64742
Generator,load,HU0 0,services urban decentral heat,4.76456
Generator,load,HU0 0,urban central heat,5.79381
Generator,load,IE3 0,AC,5.57554
Generator,load,IE3 0,EV battery,6.89008
Generator,load,IE3 0,H2,6.67742
Generator,load,IE3 0,battery,5.94006
Generator,load,IE3 0,home battery,5.94162
Generator,load,IE3 0,low voltage,5.677
Generator,load,IE3 0,residential rural heat,5.49672
Generator,load,IE3 0,residential urban decentral heat,5.84436
Generator,load,IE3 0,services rural heat,5.14862
Generator,load,IE3 0,services urban decentral heat,4.91327
Generator,load,IE3 0,urban central heat,6.3142
Generator,load,IT0 0,AC,5.14911
Generator,load,IT0 0,EV battery,5.14766
Generator,load,IT0 0,H2,6.6615
Generator,load,IT0 0,battery,5.31054
Generator,load,IT0 0,home battery,5.30548
Generator,load,IT0 0,low voltage,5.18632
Generator,load,IT0 0,residential rural heat,6.26196
Generator,load,IT0 0,residential urban decentral heat,6.30063
Generator,load,IT0 0,services rural heat,6.3492
Generator,load,IT0 0,services urban decentral heat,6.23597
Generator,load,IT0 0,urban central heat,4.20396
Generator,load,IT4 0,AC,5.66883
Generator,load,IT4 0,EV battery,6.89241
Generator,load,IT4 0,H2,6.62251
Generator,load,IT4 0,battery,5.90909
Generator,load,IT4 0,home battery,5.91381
Generator,load,IT4 0,low voltage,5.71055
Generator,load,IT4 0,residential rural heat,4.02291
Generator,load,IT4 0,residential urban decentral heat,2.72646
Generator,load,IT4 0,services rural heat,3.81076
Generator,load,IT4 0,services urban decentral heat,2.27957
Generator,load,IT4 0,urban central heat,2.76185
Generator,load,LT0 0,AC,5.12014
Generator,load,LT0 0,EV battery,6.91527
Generator,load,LT0 0,H2,6.67144
Generator,load,LT0 0,battery,5.25582
Generator,load,LT0 0,home battery,5.27821
Generator,load,LT0 0,low voltage,5.16391
Generator,load,LT0 0,residential rural heat,4.2939
Generator,load,LT0 0,residential urban decentral heat,4.81447
Generator,load,LT0 0,services rural heat,3.82669
Generator,load,LT0 0,services urban decentral heat,3.52611
Generator,load,LT0 0,urban central heat,5.10331
Generator,load,LU0 0,AC,6.48391
Generator,load,LU0 0,EV battery,6.80672
Generator,load,LU0 0,H2,6.67506
Generator,load,LU0 0,battery,6.59693
Generator,load,LU0 0,home battery,6.59725
Generator,load,LU0 0,low voltage,6.51561
Generator,load,LU0 0,residential rural heat,2.36862
Generator,load,LU0 0,residential urban decentral heat,4.07366
Generator,load,LU0 0,services rural heat,2.63204
Generator,load,LU0 0,services urban decentral heat,3.66363
Generator,load,LU0 0,urban central heat,4.91302
Generator,load,LV0 0,AC,5.81347
Generator,load,LV0 0,EV battery,6.86049
Generator,load,LV0 0,H2,6.66975
Generator,load,LV0 0,battery,6.03187
Generator,load,LV0 0,home battery,6.0538
Generator,load,LV0 0,low voltage,5.87055
Generator,load,LV0 0,residential rural heat,4.29897
Generator,load,LV0 0,residential urban decentral heat,4.82344
Generator,load,LV0 0,services rural heat,4.27868
Generator,load,LV0 0,services urban decentral heat,3.65823
Generator,load,LV0 0,urban central heat,5.26099
Generator,load,ME0 0,AC,6.32723
Generator,load,ME0 0,EV battery,6.50866
Generator,load,ME0 0,H2,6.67358
Generator,load,ME0 0,battery,6.34276
Generator,load,ME0 0,home battery,6.34422
Generator,load,ME0 0,low voltage,6.33179
Generator,load,ME0 0,residential rural heat,2.5436
Generator,load,ME0 0,residential urban decentral heat,2.70867
Generator,load,ME0 0,services rural heat,1.6886
Generator,load,ME0 0,services urban decentral heat,1.6829
