,,2030,2030,2040,2040,2050,2050
,,min,max,min,max,min,max
country,carrier,,,,,,
BE,,,,,,8896.5,
BG,,,,,,3120,
CH,,,,,,5032.5,
CZ,,,,,,6246,
DE,,,,,,22908,
DE,,,,,,11731.5,
ES,,,,,,7050.6,
ES,,,,,,4549.2,
FI,,,,,,6543,
FR,,,,,,97023,
GB,,,,,,23913,
GB,,,,,,4858.5,
HU,,,,,,2848.35,
IT,,,,,,2208,
LT,,,,,,3900,
NL,,,,,,90,
RO,,,,,,1950,
SE,,,,,,14788.5,
SI,,,,,,1044,
SK,,,,,,2910,
