,Activity,database,Friendly name,Activity long,Unit,Multiplier,Location,Aluminium,Chromium,Cobalt,Copper,Dysprosium,Gallium,Germanium,Graphite,Indium,Iridium,Lithium,Manganese,Neodymium,Nickel,Palladium,Platinum,Praseodymium,Selenium,Silicon,Silver,Tellurium,Vanadium,Zinc
86,"electricity production, nuclear, pressure water reactor",ei_cutoff_3.10_image_SSP5-H_2050 2025-10-08,,"electricity production, nuclear, pressure water reactor (CH)",kWh,1.0,CH,3.007745637684311e-06,4.406376774382993e-06,1.0938120956341405e-08,3.4761510024557865e-06,1.551792667622521e-11,2.2962018508925455e-10,4.880786946518139e-12,9.091059703571004e-09,5.9955204617985905e-09,2.8635165844837993e-16,3.1746457733514247e-10,1.6942771179069886e-06,2.2418890053735614e-09,3.559432307589903e-06,4.133901829990009e-12,5.8057857930524495e-12,6.788911149373502e-10,1.5159144730906847e-09,7.11882093668377e-06,9.442560098700029e-09,5.653734160096574e-12,2.399292537144487e-09,1.8421291135777967e-06
87,"direct air capture system, solvent-based, 1MtCO2",ei_cutoff_3.10_image_SSP5-H_2050 2025-10-08,Direct air capture system,"direct air capture system, solvent-based, 1MtCO2 (RER)",MtCO2,1.0,RER,226055.6854125703,335950.17845824105,634.0605948423126,71721.06921317159,2.0199152955786186,9.85600577553054,1.47923457750122,417.24167247594926,1.754084128943769,4.923277564942135e-05,29.232655247261317,189987.09353607908,113.35235498192093,256519.8521421705,0.1684911185353132,0.7683841719263113,13.3389149431969,27.269021291639213,201033.23220502844,199.3515617414564,0.4202809498054798,89.45054745061293,78962.77521650777
88,"market for battery capacity, Li-ion, LFP",ei_cutoff_3.10_image_SSP5-H_2050 2025-10-08,Market for LFP,"market for battery capacity, Li-ion, LFP (GLO)",MWh,0.001,GLO,1303.7865765992499,0.034980764905709,1.037248245643,665.5606264653348,0.0007243931073702035,0.009377497835277037,2.325082371998271e-07,2.2423385759606,1.8868225205161544e-06,2.034892197117423e-11,61.8330605712072,13.5899737526612,0.2598836066038,41.9874464488615,0.006859357758856212,0.00037081743991488334,0.08351648780309145,0.0002910680383274,0.4061265011729314,0.5823885982289,-0.0012506887190291138,0.11222034150959999,117.6006095532929
89,"market for battery capacity, Li-ion, NMC532",ei_cutoff_3.10_image_SSP5-H_2050 2025-10-08,Market for NMC532,"market for battery capacity, Li-ion, NMC532 (GLO)",MWh,0.001,GLO,1155.810765799553,0.0842374554345188,259.8467462622374,1196.8279089552373,0.0008976805327872448,0.01006733245581651,2.841839723397605e-07,1.7920277544221999,1.8964999124900904e-06,2.0339677423864308e-11,99.72483199470639,278.0435757399671,0.178505396501,274.0678228912545,0.0060512682033101815,0.0003931934549499465,0.05531771187341285,0.0002597729107502,1.320206939369149,0.5247030814808,-0.0010139155190634825,0.1172034434141,117.7983092278623
90,"hydropower plant construction, reservoir, non-alpine regions",ei_cutoff_3.10_image_SSP5-H_2050 2025-10-08,Hydro run-of-river,"hydropower plant construction, reservoir, non-alpine regions (RER)",MW,175.0,RER,85504.09507147869,40761961.24304218,404.8615590345609,18590.460177646037,0.9252772596376959,5.260896543704059,138.956997270597,183.17470487836502,70.26783034324899,0.0015288783109384,11.965044675544448,81943.45687399812,45.043424163678125,217987.90125865937,0.029096776093935364,0.3608929808048623,2.033009852882764,1150.439178641819,10721310.713486947,94.46353525200526,0.13897875378514707,30.998177327432288,8035.223484363574
91,"wind turbine construction, 750kW, onshore",ei_cutoff_3.10_image_SSP5-H_2050 2025-10-08,"Wind, onshore","wind turbine construction, 750kW, onshore (RoW)",MW,0.75,RoW,1961.614488290782,818.9639081487741,7.928675196976948,3509.027538608316,1.2630069663989658,0.06251889331261173,0.003750776886123,6.667866962299331,0.0461898343607513,1.5996623963670017e-07,0.16363789127778613,3377.64596582287,9.853680904734931,1953.4860943566548,0.007979493770605467,0.004154356429087467,4.044674578042124,1.2119313367939224,1626.330977696796,0.8640608204278015,-0.0059253370528884,51.13761935800826,5907.160085747746
92,"wind power plant construction, 2MW, offshore, fixed parts",ei_cutoff_3.10_image_SSP5-H_2050 2025-10-08,"Wind, offshore, fixed parts (Bonus 2 MW)","wind power plant construction, 2MW, offshore, fixed parts (GLO)",MW,2.0,GLO,321.6289981056503,258.51269966229995,4.2449192255681,1746.2981547154436,0.0032339878991069,0.0258301223706284,0.0047334444871938,0.8104266648661697,0.0453857947023787,2.795832333197131e-07,0.06739123583585875,1373.5871393824004,0.1502895554345877,1049.2741945398427,0.0025007593650741,0.00199858549857485,0.01170818692508275,1.4716177631994822,3009.6256677909173,0.3261704754658347,-0.0031747882319501,0.2556250036191703,264.5523598595877
93,"market for battery capacity, Sodium-ion, SiB",ei_cutoff_3.10_image_SSP5-H_2050 2025-10-08,Market for SiB,"market for battery capacity, Sodium-ion, SiB (GLO)",MWh,0.001,GLO,365.4759404492159,0.0468693092549954,11.0429031496276,358.673163684015,0.0006903504012318244,0.008338394166544453,2.0952653714116618e-07,0.6547027954568,6.04315848253401e-07,1.1155731460393136e-11,0.011550324497923353,810.9226490364082,0.03451223647602526,197.0789408237635,0.0002080118625209117,0.00017933545608767718,0.008318610601145426,5.456631652712208e-05,0.7141852856166625,0.03488000630109405,4.862057430878262e-05,0.06144877797204874,35.4931036381824
94,"wind power plant construction, 2MW, offshore, moving parts",ei_cutoff_3.10_image_SSP2-L_2050 2025-10-02,"Wind, offshore, moving parts (Bonus 2 MW)","wind power plant construction, 2MW, offshore, moving parts (GLO)",MW,2.0,GLO,1629.1016344974505,12517.992243340608,5.624657394659668,894.671126521173,1.2598856340567461,0.05826704553223585,0.0021140567614421,6.00613233250302,0.090840026620196,5.925171868248007e-06,0.5611778524387875,2005.0526752993935,9.612848153991754,4322.659574249767,0.0012368248801962,0.00091518145950785,4.030585344243438,0.9836896646282016,1794.2398547947369,0.1985190674932679,0.00168378928765335,53.25019278191701,4596.219499618012
95,"market for battery capacity, Li-ion, NMC811",ei_cutoff_3.10_image_SSP2-L_2050 2025-10-02,Market for NMC811,"market for battery capacity, Li-ion, NMC811 (GLO)",MWh,0.001,GLO,1047.8275697467272,0.0899426254590842,82.5413724320013,997.5112766589408,0.001128669944432646,0.013051315463782076,2.358751047634281e-07,3.0847627430846,1.5823014314539217e-06,4.923295781411096e-10,41.848585299522306,132.0911218099788,0.1435897014537,318.13515548857566,0.005150352198134536,0.0003245175476688763,0.04478873318183705,0.0002199840813148,1.4725975835198548,0.4503237184831,-0.0002627968047989319,0.6461914145018001,94.8448602580302
96,"market for electricity, low voltage",ei_cutoff_3.10_image_SSP2-L_2050 2025-10-02,"North India electricity grid, low voltage","market for electricity, low voltage (IN-Northern grid)",kWh,1.0,IN-Northern grid,0.000422746163842,5.469906824071874e-05,3.709250910159098e-06,0.0006306575176884,1.052885322897796e-08,3.5320538764776725e-07,7.974287495953181e-10,1.046524540028584e-05,4.115235102172456e-09,3.5689179243045793e-13,2.882640895738327e-06,4.784663350019322e-05,1.1021885583104285e-07,7.41737909063951e-05,1.177995282064646e-09,4.487385213024622e-10,3.9243589352423e-08,2.578440530392934e-07,0.0006668000252035,4.735301661857078e-07,9.192907973747518e-09,1.4274398473492144e-05,0.0001134991281405
97,"market for battery capacity, Li-ion, NMC811, stationary",ei_cutoff_3.10_image_SSP2-L_2050 2025-10-02,"Market for NMC811, stationary","market for battery capacity, Li-ion, NMC811, stationary (GLO)",MWh,0.001,GLO,1047.8275697467272,0.0899426254590842,82.5413724320013,997.5112766589408,0.001128669944432646,0.013051315463782076,2.358751047634281e-07,3.0847627430846,1.5823014314539217e-06,4.923295781411096e-10,41.848585299522306,132.0911218099788,0.1435897014537,318.13515548857566,0.005150352198134536,0.0003245175476688763,0.04478873318183705,0.0002199840813148,1.4725975835198548,0.4503237184831,-0.0002627968047989319,0.6461914145018001,94.8448602580302
98,"market for battery capacity, Li-ion, NMC622",ei_cutoff_3.10_image_SSP2-L_2050 2025-10-02,Market for NMC622,"market for battery capacity, Li-ion, NMC622 (GLO)",MWh,0.001,GLO,1267.8142994090724,0.1020003064170849,197.1726110202381,1274.2011025995068,0.0014341035826315788,0.016812361856569695,2.867632302186215e-07,2.1600024639931,2.0362994853444587e-06,6.440208810576278e-10,105.8191414453736,302.8215694245116,0.189625615337,346.98526457462805,0.006433149384076746,0.0004048533656490171,0.05950094053634819,0.0002776770409728,1.6285852318923153,0.5621205312204,-0.0005419913175901006,0.8339144192458,124.44390269885218
99,"battery production, Li-ion, LFP, rechargeable, prismatic",ei_cutoff_3.10_image_SSP2-L_2050 2025-10-02,LFP,"battery production, Li-ion, LFP, rechargeable, prismatic (CN)",kWh,0.116,CN,1.807377835511399,0.0054123030893902,0.0015711495000344826,0.9216000588005172,1.4419989665235377e-06,1.9367666914006234e-05,2.9504913180482512e-08,0.0033838810831258617,2.957222568468992e-07,9.057071497098422e-11,0.08577331935012758,0.020042247600435346,0.000352588283676853,0.05768472115505603,9.509156774071738e-06,4.7595244344959105e-07,0.0001148956044521938,4.674385254329155e-05,0.0646624187939561,0.0008065260854848454,-1.1993768192504617e-06,0.0009824602727663792,0.15822289451298965
100,"market for electricity, medium voltage",ei_cutoff_3.10_image_SSP2-L_2050 2025-10-02,"Alberta electricity market, medium voltage","market for electricity, medium voltage (CA-AB)",kWh,1.0,CA-AB,0.0002168643439597,3.246502987235956e-05,1.0757245985195291e-06,8.444987835439732e-05,9.300182901267708e-09,1.5129919311868334e-07,6.679645167853184e-10,4.263988317100767e-06,1.4504069736171352e-09,2.171095232939426e-13,8.893342958458329e-07,4.1860688314437296e-05,9.40487845750338e-08,4.166982827193904e-05,2.1809487527027356e-10,1.9937617446649982e-10,3.1557437347672594e-08,3.4677314497780174e-08,0.0002036230410758,2.2578026544120338e-07,8.689173019303674e-09,4.62362843530759e-06,7.038202299161431e-05
101,"market for electricity, low voltage",ei_cutoff_3.10_image_SSP2-L_2050 2025-10-02,"Swiss electricity market, low voltage","market for electricity, low voltage (CH)",kWh,1.0,CH,0.0002716514421527,3.871400934144041e-05,1.246270025031718e-06,0.0004742350359811,7.967428181833518e-09,2.092872405524602e-07,8.299577430545474e-10,5.322255392747515e-06,3.6435943847640743e-09,2.6874132939718953e-13,5.66636257434076e-07,3.881966978523765e-05,7.71450593022084e-08,4.9171605750310976e-05,7.575492906441925e-10,3.0704634662235605e-10,2.8471931191771353e-08,1.9735157139675977e-07,0.0004420826235429,2.762111607300148e-07,1.6892906111410906e-08,3.032809060230023e-06,8.490696467030699e-05
102,"gas turbine construction, 10MW electrical",ei_cutoff_3.10_image_SSP2-L_2050 2025-10-02,,"gas turbine construction, 10MW electrical (RER)",MW,10.0,RER,30.044313088390215,685.3199495418023,0.6737809581374459,413.15915020438433,0.00029627492266875,0.00406490389913554,0.0007798224622449,0.1357552795421536,0.0072482507403869,7.81683878272862e-06,0.03022481615377281,54.23491356070558,0.0073308121267297,74.91638251166633,0.0005921708173196899,0.00028358155112693996,0.00136310124477039,1.7134692715441882,1905.752583899548,0.014695323655397479,-0.00088541865146596,0.15054317892521088,38.6566996559373
103,"fuel cell production, polymer electrolyte membrane, 2kW electrical, future",ei_cutoff_3.10_image_SSP2-L_2050 2025-10-02,Fuel Cell,"fuel cell production, polymer electrolyte membrane, 2kW electrical, future (RoW)",kW,1.0,RoW,14.9460298634014,10.463709813076472,0.036400303664543,5.646378422916153,0.0001057373516712,0.0006111332213871,7.869941434550566e-05,9.512894886384869,4.5661989288250314e-05,3.4750978540953176e-08,0.0076984632432523,1.7014617543928108,0.0047619861288761,8.05620582385988,0.0001171418845537,0.0026217951209124,0.000312043509744,0.0021996313459058,5.1797528333679175,0.0058026789634602,3.2407219492325225e-05,0.0269653809131141,1.0344919580950285
104,"market for battery capacity, Li-ion, NCA",ei_cutoff_3.10_image_SSP2-L_2050 2025-10-02,Market for NCA,"market for battery capacity, Li-ion, NCA (GLO)",MWh,0.001,GLO,1069.2822684801145,0.0912182395215904,115.1552086936876,1054.888647732874,0.001159380466437753,0.013350147061590852,2.434451611448877e-07,3.1785208431267997,1.6469443274237115e-06,5.04889447371739e-10,41.5840736449603,46.948418316132496,0.1322130609856,320.36193466954137,0.005403832259555949,0.0003386983855393145,0.04086008492199205,0.0002298494514361,1.4902699351337862,0.4717979924794,-0.0003011027170386987,0.6609665480646,98.925056628919
105,"furnace production, wood chips, average storage area, 50kW",ei_cutoff_3.10_image_SSP2-L_2050 2025-10-02,,"furnace production, wood chips, average storage area, 50kW (RoW)",MW,0.05,RoW,323.6122175341041,1.5585587322350785,1.7771376655656679,213.79698595306166,0.006262592975782,0.03132372014526,0.0002619630980421,1.101175787083988,0.0003062999349862,9.716517786274832e-08,0.27577145444499196,223.38742884955766,0.299720618094834,184.6622781537892,0.0003511690505897588,0.0022732176650759996,0.014360267563498,0.0041064674102205,14.45716736348866,0.6956989748780299,0.001418703376746015,1.1598037741419158,260.76004245941135
106,"market for battery capacity, Li-ion, NMC532, stationary",ei_cutoff_3.10_image_SSP2-L_2050 2025-10-02,"Market for NMC532, stationary","market for battery capacity, Li-ion, NMC532, stationary (GLO)",MWh,0.001,GLO,1165.8263944445991,0.0859769818664025,259.99570646500456,1205.492699330768,0.0014340359265381446,0.016516813146074213,2.9310724958505226e-07,2.0604129225935996,1.9735261847642185e-06,6.327441543701862e-10,99.86634775771749,280.0978205655471,0.1835352960872,276.20488342644575,0.006076376975207946,0.0003924387720840472,0.05731471657002193,0.0002631709835903,1.3330363799749685,0.5339475149595,-0.0004652194938590136,0.8190904215951,121.6946124809268
107,"nuclear power plant construction, pressure water reactor, 1000MW",ei_cutoff_3.10_image_SSP2-L_2050 2025-10-02,Pressure water reactor - DE,"nuclear power plant construction, pressure water reactor, 1000MW (DE)",MW,1000.0,DE,390.642089557025,537882.279624221,3.353317122777865,1344.546136478488,0.007015746347415038,0.10560034321359253,1.6041378593956572,3.1377775844446,5807.022626085631,0.0024688284168098,0.5213604360198882,1170.6599811177966,0.16804141139826093,961.7293060758302,0.001964259227064826,0.0015655096895201008,0.03491188539405391,656.5275807611363,857986.0973576726,8.69173175272446,-0.00034767322598755604,3.329957338278005,451.2377521512521
108,"battery production, Li-ion, NMC811, rechargeable, prismatic",ei_cutoff_3.10_image_SSP2-L_2050 2025-10-02,NMC811,"battery production, Li-ion, NMC811, rechargeable, prismatic (CN)",kWh,0.149,CN,1.6933965788293732,0.021260285952823,0.13372503548656509,1.610513353849082,1.7588548342523392e-06,2.3105330094146752e-05,4.3921703654836654e-08,0.005063374495586578,3.643554872862361e-07,8.834071193173975e-11,0.0678326088121745,0.21361620343450805,0.00022185772370657522,0.5134494993516973,8.337212765142894e-06,4.835733969481725e-07,7.055583890877882e-05,5.2776211329861025e-05,0.3537185403988703,0.0007215165442328859,-1.1296380285485263e-06,0.00120893285857651,0.14726036904080805
109,"auxiliary heating unit production, electric, 5kW",ei_cutoff_3.10_image_SSP2-L_2050 2025-10-02,,"auxiliary heating unit production, electric, 5kW (RoW)",MW,0.005,RoW,4.556275231898639,0.2256750656946892,0.0348476538676,4.17472789903328,2.086819654177941e-05,0.0002800857930415622,2.3722744149191587e-08,0.03158840659246,1.580456366179712e-07,5.4201168106746294e-11,0.0028256205021408437,0.30949794181856,0.00041184751928717225,30.43706046869098,5.5322992028705295e-06,4.0252855568563435e-06,7.347067642620494e-05,7.468405375675728e-06,0.0241682560743235,0.0008894468974141059,1.8281266145903323e-05,0.014042606322826312,2.67338712841844
110,"wind turbine construction, 4.5MW, onshore, direct drive",ei_cutoff_3.10_image_SSP2-L_2050 2025-10-02,"Wind, onshore (Enercon E112), DD","wind turbine construction, 4.5MW, onshore, direct drive (GLO)",MW,4.5,GLO,1347.9713849925165,4043.482676626731,15.773587142546923,8585.633991303239,9.262471207583172,0.11842675941284209,0.0287849992820307,7.002739671484447,0.2510142067145549,3.401555978873414e-05,1.0918467851160965,2831.2980127847395,97.4595183720882,1708.2929165748112,0.012968053296056846,0.0070308432165594225,35.052603328395,16.764809137412847,22309.222585860814,0.9930397556913425,-0.015068029037018177,55.666680270945015,1505.0762247992584
111,"photovoltaic plant construction, 570kWp, multi-Si, on open ground",ei_cutoff_3.10_image_SSP2-L_2050 2025-10-02,PV plant - multi-Si,"photovoltaic plant construction, 570kWp, multi-Si, on open ground (GLO)",MW,0.57,GLO,19507.723612788857,277.6581360092754,9.198379345634038,3716.0348736376495,0.019217335690349825,18.410635920061047,0.001249598846772,660.2197042324447,0.0137989169924434,4.52200406516042e-06,2.846886196899916,805.8506963407389,0.5679910737936941,720.2367487223185,0.005675600983993159,0.003039773121350351,0.16837591184808545,0.8808815128449562,15396.092120493817,36.82392907043253,0.014527104207364212,14.269419400283958,1943.147905314051
112,"photovoltaic slanted-roof installation, 3 kWp, CdTe, panel, mounted, on roof",ei_cutoff_3.10_image_SSP2-L_2050 2025-10-02,Rooftop PV - CdTe,"photovoltaic slanted-roof installation, 3 kWp, CdTe, panel, mounted, on roof (RER)",MW,0.003,RER,13226.470313549178,0.7607737716039931,10.038520441648599,6053.101917537944,0.011212774172168814,0.1724809503514,3.5550834984802784e-06,31.91994761420183,4.557561687216272e-05,1.6073994155138373e-08,1.6330120031168667,275.17493590194425,0.20411964557429998,402.42407969082643,0.015337879686763933,0.003677070079532889,0.057876420952266666,0.0075326063518767,60.074491842823925,1.8194467610623333,56.618521521691896,8.2021202244409,935.2932012059051
113,"market for electricity, low voltage",ei_cutoff_3.10_image_SSP2-L_2050 2025-10-02,"British electricity market, low voltage","market for electricity, low voltage (GB)",kWh,1.0,GB,0.0002716514421528,3.87140093414532e-05,1.2462700250317382e-06,0.000474235035981,7.967428181832044e-09,2.0928724055255962e-07,8.29957743102623e-10,5.322255392747509e-06,3.643594384744064e-09,2.687413305365529e-13,5.66636257434272e-07,3.881966978522006e-05,7.71450593018013e-08,4.917160575035326e-05,7.575492906711383e-10,3.070463465956249e-10,2.847193119164073e-08,1.9735157139673817e-07,0.000442082623543,2.762111607297089e-07,1.6892906111922223e-08,3.0328090602301395e-06,8.490696466962758e-05
114,"wind turbine construction, 750kW, onshore, direct drive",ei_cutoff_3.10_image_SSP2-L_2050 2025-10-02,"Wind, onshore, DD","wind turbine construction, 750kW, onshore, direct drive (RoW)",MW,0.75,RoW,1872.4714906029094,857.8367435104535,8.979097569446571,3604.7992430539853,12.344258642515136,0.10659666829673266,0.0038402736237841,8.477902491656987,0.0516319348443575,4.18269353733498e-06,1.0056622785156852,2890.683638160755,129.76183131327022,1976.3059557638974,0.0082019576103076,0.004176150263284267,46.72960852757672,1.288038408269968,2400.548677349787,0.942898682155723,-0.0014314884880384001,72.11449114126673,2321.9259975884484
115,"transmission network construction, electricity, medium voltage",ei_cutoff_3.10_image_SSP2-L_2050 2025-10-02,Medium voltage transmission network construction,"transmission network construction, electricity, medium voltage (RoW)",kilometer,1.0,RoW,1964.8949649621284,84.02658194305266,3.6448694845139906,2416.2725193430756,0.0009784657823576,0.0115746401960062,0.0002895078672567,3.397142151203021,0.0040831151051069,7.143289348018902e-07,0.1192798764773234,21.22041003898928,0.0324687665829079,95.2483786728507,0.0034457918978566,0.0013136790707682,0.0066509551865494,1.001532934609074,1150.799723811847,0.0536687742154416,-0.0059729077576509,0.5866964441351887,222.01284836583264
116,"electricity production, nuclear, boiling water reactor",ei_cutoff_3.10_image_SSP2-L_2050 2025-10-02,,"electricity production, nuclear, boiling water reactor (CH)",kWh,1.0,CH,3.5300222048244817e-06,4.79125202976316e-06,1.434246364054735e-08,3.800571035884915e-06,3.2337782025053705e-11,4.4611652127642376e-10,5.732534441738604e-12,1.6496363579781887e-08,5.460379154913492e-09,1.1967405468656587e-14,2.837943530170908e-09,1.7888410538418797e-06,2.5060191495525364e-09,3.802806951609391e-06,4.756887275648951e-12,6.148326565459706e-12,7.683299121440384e-10,1.6361609332702084e-09,8.147896553683565e-06,9.012002452432372e-09,1.549287360542446e-11,1.5088574685707244e-08,2.0332387513687057e-06
117,"battery production, Li-ion, NMC532",ei_cutoff_3.10_image_SSP2-L_2050 2025-10-02,NMC532,"battery production, Li-ion, NMC532 (GLO)",kilogram,1.0,GLO,0.2326256339043523,0.0166541015441419,0.0522815069707499,0.2406153153266236,2.438849145764112e-07,2.9533739219051404e-06,4.426246499724048e-08,0.0004015027015091,3.704244947986871e-07,1.1503129709898798e-10,0.0200822193867242,0.0560910003595073,3.458592298345178e-05,0.0550322314867317,1.2187316658435938e-06,7.199269399899448e-08,1.098481306288674e-05,5.219944440008925e-05,0.2645626397304968,0.0001052316453234,-1.1895769942344213e-07,0.0001473083744944,0.0229181617910184
118,"battery production, Li-ion, NMC111, rechargeable, prismatic",ei_cutoff_3.10_image_SSP2-L_2050 2025-10-02,NMC111,"battery production, Li-ion, NMC111, rechargeable, prismatic (CN)",kWh,0.143,CN,1.564905739360675,0.0134400699747699,0.4063392724484217,1.575574114006382,1.8896805141246626e-06,2.4527359750641858e-05,4.3348297129079315e-08,0.0029392847079587415,3.7112742042220985e-07,9.595457008808348e-11,0.07447943669435245,0.5929805680241126,0.00021798536150838933,0.28117261243070074,8.531937367580063e-06,4.928874188610752e-07,6.912156350633722e-05,5.230517954307822e-05,0.2040789134410562,0.0007394366314573427,-1.111887897363775e-06,0.0012868281716286716,0.16309007910710002
119,"market for electricity, medium voltage",ei_cutoff_3.10_image_SSP2-L_2050 2025-10-02,"North India electricity grid, medium voltage","market for electricity, medium voltage (IN-Northern grid)",kWh,1.0,IN-Northern grid,0.000327626825758,3.933442150457187e-05,2.956902408779559e-06,0.0002312990337547,9.66580858749201e-09,2.789756158856396e-07,2.911219266645939e-10,8.582425206116006e-06,1.6064346337936411e-09,2.3526500024065953e-13,2.669133658968156e-06,4.1718913011912977e-05,9.749912507798817e-08,5.492347195858038e-05,5.716105499902335e-10,2.2358080278257206e-10,3.5480068294751073e-08,9.205941070066089e-08,0.0003990223441397,3.6639988960579137e-07,1.4771555349766964e-09,1.32177480996611e-05,7.084139449821081e-05
120,"market for electricity, low voltage",ei_cutoff_3.10_image_SSP2-L_2050 2025-10-02,"Alberta electricity market, low voltage","market for electricity, low voltage (CA-AB)",kWh,1.0,CA-AB,0.000335571949366,3.784791125502948e-05,1.1139343275980971e-06,0.000119890822761,9.157300350378064e-09,1.791621223808543e-07,9.356119445551263e-10,5.029910401421079e-06,1.931012682531426e-09,2.416186022747246e-13,8.783516821211167e-07,4.276284388876602e-05,9.37847952237544e-08,4.301257130178915e-05,2.7936519004513957e-10,2.2172421037186222e-10,3.12701376616168e-08,4.9774240967951675e-08,0.000252674040172,2.6423648589879513e-07,1.5501782980802573e-08,4.56442551475172e-06,7.407683528729834e-05
121,"photovoltaic slanted-roof installation, 3kWp, a-Si, panel, mounted, on roof",ei_cutoff_3.10_image_SSP2-L_2050 2025-10-02,Rooftop PV - a-Si,"photovoltaic slanted-roof installation, 3kWp, a-Si, panel, mounted, on roof (RoW)",MW,0.003,RoW,58764.209783274164,11.05357581703526,21.15501846415397,10397.909897016634,0.034169339350700004,0.5177593480895667,0.1778423794296826,218.39754982579058,0.0023104482446426,3.5989894732044895e-08,5.275391418720867,2102.6953683433017,1.1295489529626999,2369.269720655356,0.015377686935776222,0.006896971622891316,0.3491282062567333,0.0130510512972138,27.213041357378295,1.8895870818794667,16.15088605224563,26.460446730289966,45482.11520906748
122,"electrolyzer production, 1MWe, AEC, Stack",ei_cutoff_3.10_image_SSP2-L_2050 2025-10-02,H2 Electrolyzer,"electrolyzer production, 1MWe, AEC, Stack (RER)",MW,1.0,RER,838.2407303779852,4422.41326692675,10.736535018916712,285.00604651657284,0.0055220628441926,0.0744497906458165,0.0008187560987673,78.34933588230759,0.0140963323173733,1.8236302747331175e-06,0.6531104711702087,53.987449814032686,0.1930391632443877,5849.462118961744,0.0004112606660593,1.2426824185185965,0.0562314644820306,0.1268810287548717,729.9540606338737,234.51830039792216,0.0054088559439485,3.297019818847939,1156.4368187230928
123,"gas power plant construction, combined cycle, 400MW electrical",ei_cutoff_3.10_image_SSP2-L_2050 2025-10-02,,"gas power plant construction, combined cycle, 400MW electrical (RER)",MW,400.0,RER,927.1919841598728,391415.48286466463,4.027984389136727,946.8469510880598,0.0014193831951890008,0.019784381848174618,0.1417651825072602,1.9931284714007407,0.7771992099786075,0.0014912433527832,0.16384337284921088,250.47457201395355,0.03235164704929471,790.9819887266893,0.0013535517847576277,0.0008051398926979675,0.005921892581943814,155.33925229069808,216355.38612248717,0.06571152193623822,-0.0012613024707718193,0.8148237330290199,105.97980764363803
124,"wind power plant construction, 2MW, offshore, moving parts, direct drive",ei_cutoff_3.10_image_SSP2-L_2050 2025-10-02,"Wind, offshore, moving parts (Bonus 2 MW), DD","wind power plant construction, 2MW, offshore, moving parts, direct drive (GLO)",MW,2.0,GLO,1357.3974712069853,12261.720350293524,5.610104935957743,912.0047804707048,9.254269831720046,0.05655490506334005,0.0021512904947238,5.155983442657278,0.0758657277670568,5.883147220043406e-06,0.5363814637874593,1165.7588785663918,97.14724951120994,4262.5685152630285,0.00126555964722815,0.0009338909775784,35.034054543321304,1.0190829166417028,3120.991331321603,0.20018564042601025,0.00249370095075225,53.11141231394938,589.9955671872356
125,"heat pump production, 30kW",ei_cutoff_3.10_image_SSP2-L_2050 2025-10-02,Heat pump,"heat pump production, 30kW (RER)",MW,0.03,RER,84.6316016682154,1.8242282349944872,2.6231719951803236,1797.1120496362462,0.0007848470659080819,0.01058001449204,4.068657498702526e-06,0.3900952058639934,9.341691176127476e-05,1.9652886910913106e-08,0.1054762799545,116.91589760453984,0.11002507634106001,129.25749468664284,0.002556694058508015,0.0009513376002518083,0.03516852242930667,0.0223794441177868,22.749348584445436,0.03270629433266,-0.004011019830683333,0.52572334052953,175.3858001331501
126,"market for battery capacity, Sodium-ion, SiB, stationary",ei_cutoff_3.10_image_SSP2-L_2050 2025-10-02,"Market for SiB, stationary","market for battery capacity, Sodium-ion, SiB, stationary (GLO)",MWh,0.001,GLO,473.9205083389453,0.061315803476004,14.171300076686599,463.209606010049,0.001342101481066618,0.017005347360383043,2.751701184348449e-07,1.0626355793976,8.441559633786205e-07,6.680610148626158e-10,0.1130811366416,1034.5814898500196,0.048134382999000226,252.21293985179398,0.000282968506348546,0.00022801294729762393,0.012279335446878028,7.1999814347746e-05,0.920629654198826,0.05280064577805277,0.0004421928024938981,0.5697595615162,47.8990517032794
127,"wind turbine construction, 4.5MW, onshore",ei_cutoff_3.10_image_SSP2-L_2050 2025-10-02,"Wind, onshore (Enercon E112)","wind turbine construction, 4.5MW, onshore (GLO)",MW,4.5,GLO,1619.6752967537116,4620.0940920487255,15.788137989075757,8568.29970031714,1.2680872925901605,0.12013884076863926,0.0287012206763289,7.852886587664191,0.2847012173476955,3.4110063132879326e-05,1.1166425723140432,3670.5917659103816,9.925115147402543,1768.3838908159776,0.012939317484988399,0.007012132925325245,4.04913392426068,16.685173142447763,19323.91477058812,0.9913730076155698,-0.01587794401097431,55.805459892206116,5511.299930982335
128,"nuclear power plant construction, pressure water reactor, 1000MW",ei_cutoff_3.10_image_SSP2-L_2050 2025-10-02,Pressure water reactor - FR,"nuclear power plant construction, pressure water reactor, 1000MW (FR)",MW,1000.0,FR,390.642089557025,537882.279624221,3.353317122777865,1344.546136478488,0.007015746347415038,0.10560034321359253,1.6041378593956572,3.1377775844446,5807.022626085631,0.0024688284168098,0.5213604360198882,1170.6599811177966,0.16804141139826093,961.7293060758302,0.001964259227064826,0.0015655096895201008,0.03491188539405391,656.5275807611363,857986.0973576726,8.69173175272446,-0.00034767322598755604,3.329957338278005,451.2377521512521
