component,location,carrier,0
Line,AL0 0,AC,0.32544940413274026
Line,AT0 0,AC,0.2803537161230552
Line,BA0 0,AC,0.3092998283286727
Line,BE0 0,AC,0.19119598556633646
Line,BG0 0,AC,0.3275086870400754
Line,CH0 0,AC,0.3333822322518805
Line,CZ0 0,AC,0.24794428784016248
Line,DE0 0,AC,0.2870065846934369
Line,DE0 1,AC,0.277748481784695
Line,DK1 0,AC,0.5344204028730117
Line,EE0 0,AC,0.4130086082949372
Line,ES0 0,AC,0.404665031367452
Line,FI1 0,AC,0.45887729698857077
Line,FR0 0,AC,0.37619187130870285
Line,GB3 0,AC,0.22090946495405445
Line,GR0 0,AC,0.4003934540262121
Line,HR0 0,AC,0.269936771080828
Line,HU0 0,AC,0.2481327799403784
Line,IT0 0,AC,0.31908191659274926
Line,LT0 0,AC,0.3991419140391487
Line,ME0 0,AC,0.3023849116671276
Line,MK0 0,AC,0.333969062816173
Line,NO1 0,AC,0.4827235037411333
Line,PL0 0,AC,0.27384882558044543
Line,RO0 0,AC,0.34924311691185306
Line,RS0 0,AC,0.3262344183965397
Generator,AL0 0,load,0.0
Generator,AL0 0,offwind-ac,0.20575260198658535
Generator,AL0 0,offwind-dc,0.3272911983552689
Generator,AL0 0,onwind,0.04608812098406862
Generator,AL0 0,residential rural solar thermal,0.016168841651169063
Generator,AL0 0,residential urban decentral solar thermal,0.015409358971064342
Generator,AL0 0,ror,0.31001203319502074
Generator,AL0 0,services rural solar thermal,0.014108169964512625
Generator,AL0 0,services urban decentral solar thermal,0.010912044545208409
Generator,AL0 0,solar,0.1478491353252251
Generator,AL0 0,solar rooftop,0.15048942110303298
Generator,AL0 0,solar-hsat,0.15896081982272225
Generator,AL0 0,urban central solar thermal,0.014621390158145089
Generator,AT0 0,load,0.0
Generator,AT0 0,onwind,0.1236891546655273
Generator,AT0 0,residential rural solar thermal,0.01645135999102063
Generator,AT0 0,residential urban decentral solar thermal,0.015766714481108193
Generator,AT0 0,ror,0.46464702021463417
Generator,AT0 0,services rural solar thermal,0.01521923072353777
Generator,AT0 0,services urban decentral solar thermal,0.012715976066736905
Generator,AT0 0,solar,0.11422749100569204
Generator,AT0 0,solar rooftop,0.11966194958292188
Generator,AT0 0,solar-hsat,0.1218523924308615
Generator,AT0 0,urban central solar thermal,0.018157345760962368
Generator,BA0 0,load,0.0
Generator,BA0 0,offwind-ac,0.10224871008648627
Generator,BA0 0,onwind,0.037614416038953706
Generator,BA0 0,residential rural solar thermal,0.014629018026455849
Generator,BA0 0,residential urban decentral solar thermal,0.013588615797461043
Generator,BA0 0,services rural solar thermal,0.012037181068177942
Generator,BA0 0,services urban decentral solar thermal,0.010229796814716977
Generator,BA0 0,solar,0.13059053791987238
Generator,BA0 0,solar rooftop,0.13245011993392655
Generator,BA0 0,solar-hsat,0.14266172774692884
Generator,BA0 0,urban central solar thermal,0.012424586607709915
Generator,BE0 0,load,0.0
Generator,BE0 0,nuclear,0.5886775453962282
Generator,BE0 0,offwind-ac,0.4864362764170129
Generator,BE0 0,offwind-dc,0.5215658628102732
Generator,BE0 0,onwind,0.28177860347456424
Generator,BE0 0,residential rural solar thermal,0.009497103644212539
Generator,BE0 0,residential urban decentral solar thermal,0.014411457813984044
Generator,BE0 0,ror,0.4638787135683705
Generator,BE0 0,services rural solar thermal,0.013288279224197704
Generator,BE0 0,services urban decentral solar thermal,0.012557989128301623
Generator,BE0 0,solar,0.10856008728091178
Generator,BE0 0,solar rooftop,0.09944085107098052
Generator,BE0 0,solar-hsat,0.10746563331777279
Generator,BE0 0,urban central solar thermal,0.01604593318834795
Generator,BG0 0,load,0.0
