,0
co2_shadow,-388613.57533571555
co2_storage_shadow,0.45304915026367965
electricity_price_mean,58.46782839641919
electricity_price_std,210.70910699044484
electricity_price_zero_hours,0.0317865296803653
line_volume,474645895.4304468
line_volume_AC,212983522.2077552
line_volume_DC,261662373.2226916
total costs,21858517580311.54
