cost,component,location,carrier,0
capital,Generator,XK0 0,ror,9306745.23148
capital,Generator,XK0 0,services rural solar thermal,518872.63195
capital,Generator,XK0 0,services urban decentral solar thermal,509287.42526
capital,Generator,XK0 0,solar,56624331.53527
capital,Generator,XK0 0,solar rooftop,50114626.50653
capital,Generator,XK0 0,solar-hsat,13590712.65442
capital,Generator,XK0 0,urban central solar thermal,550352.61032
capital,Line,AL0 0,AC,118796551.48693
capital,Line,AT0 0,AC,818973079.84287
capital,Line,BA0 0,AC,142076527.4455
capital,Line,BE0 0,AC,231257889.06179
capital,Line,BG0 0,AC,321926568.44546
capital,Line,CH0 0,AC,1344714306.62073
capital,Line,CZ0 0,AC,379088125.72468
