component,carrier,location,bus_carrier,0
Generator,biogas,EU,biogas,73253715.30405
Generator,gas,EU,gas,423388312.85817
Generator,load,AL0 0,AC,15.9264
Generator,load,AL0 0,EV battery,17.97661
Generator,load,AL0 0,H2,13.56005
Generator,load,AL0 0,battery,16.99148
Generator,load,AL0 0,home battery,18.15019
Generator,load,AL0 0,low voltage,16.02009
Generator,load,AL0 0,residential rural heat,0.0
Generator,load,AL0 0,residential urban decentral heat,0.03506
Generator,load,AL0 0,services rural heat,0.0
Generator,load,AL0 0,services urban decentral heat,0.04584
Generator,load,AL0 0,urban central heat,0.0
Generator,load,AT0 0,AC,15.42307
Generator,load,AT0 0,EV battery,20.16699
Generator,load,AT0 0,H2,13.59038
Generator,load,AT0 0,battery,16.01899
Generator,load,AT0 0,home battery,16.95988
Generator,load,AT0 0,low voltage,15.67512
Generator,load,AT0 0,residential rural heat,0.04076
Generator,load,AT0 0,residential urban decentral heat,1.04996
Generator,load,AT0 0,services rural heat,0.04052
Generator,load,AT0 0,services urban decentral heat,0.93426
Generator,load,AT0 0,urban central heat,0.0
Generator,load,BA0 0,AC,14.64228
Generator,load,BA0 0,EV battery,19.11086
Generator,load,BA0 0,H2,13.55732
Generator,load,BA0 0,battery,15.51491
Generator,load,BA0 0,home battery,16.4922
Generator,load,BA0 0,low voltage,14.84525
Generator,load,BA0 0,residential rural heat,0.0
Generator,load,BA0 0,residential urban decentral heat,0.12552
Generator,load,BA0 0,services rural heat,0.0
Generator,load,BA0 0,services urban decentral heat,0.102
Generator,load,BA0 0,urban central heat,0.0
Generator,load,BE0 0,AC,12.28273
Generator,load,BE0 0,EV battery,20.17495
Generator,load,BE0 0,H2,13.5667
Generator,load,BE0 0,battery,12.64044
Generator,load,BE0 0,home battery,13.10491
Generator,load,BE0 0,low voltage,12.32664
Generator,load,BE0 0,residential rural heat,0.0
Generator,load,BE0 0,residential urban decentral heat,0.18551
Generator,load,BE0 0,services rural heat,0.0
Generator,load,BE0 0,services urban decentral heat,0.15637
Generator,load,BE0 0,urban central heat,0.0
Generator,load,BG0 0,AC,12.61995
Generator,load,BG0 0,EV battery,20.02685
Generator,load,BG0 0,H2,13.57025
Generator,load,BG0 0,battery,13.17318
Generator,load,BG0 0,home battery,13.10883
Generator,load,BG0 0,low voltage,12.43901
Generator,load,BG0 0,residential rural heat,0.0
Generator,load,BG0 0,residential urban decentral heat,0.17592
Generator,load,BG0 0,services rural heat,0.0
Generator,load,BG0 0,services urban decentral heat,0.13287
Generator,load,BG0 0,urban central heat,0.0
Generator,load,CH0 0,AC,12.57203
Generator,load,CH0 0,EV battery,20.07865
Generator,load,CH0 0,H2,13.6041
Generator,load,CH0 0,battery,13.08114
Generator,load,CH0 0,home battery,13.04494
Generator,load,CH0 0,low voltage,12.44613
Generator,load,CH0 0,residential rural heat,0.1966
Generator,load,CH0 0,residential urban decentral heat,1.50201
Generator,load,CH0 0,services rural heat,0.17404
Generator,load,CH0 0,services urban decentral heat,1.62184
Generator,load,CH0 0,urban central heat,0.0
Generator,load,CZ0 0,AC,12.59427
Generator,load,CZ0 0,EV battery,20.10947
Generator,load,CZ0 0,H2,13.56329
Generator,load,CZ0 0,battery,12.5785
Generator,load,CZ0 0,home battery,13.07672
Generator,load,CZ0 0,low voltage,12.46348
Generator,load,CZ0 0,residential rural heat,0.03528
Generator,load,CZ0 0,residential urban decentral heat,0.78078
Generator,load,CZ0 0,services rural heat,0.03432
Generator,load,CZ0 0,services urban decentral heat,0.48999
Generator,load,CZ0 0,urban central heat,0.0
Generator,load,DE0 0,AC,12.51838
Generator,load,DE0 0,EV battery,19.13713
Generator,load,DE0 0,H2,13.57337
Generator,load,DE0 0,battery,12.99271
Generator,load,DE0 0,home battery,12.98718
Generator,load,DE0 0,low voltage,12.39465
Generator,load,DE0 0,residential rural heat,0.0
Generator,load,DE0 0,residential urban decentral heat,0.33928
Generator,load,DE0 0,services rural heat,0.0
Generator,load,DE0 0,services urban decentral heat,0.37105
Generator,load,DE0 0,urban central heat,0.0
Generator,load,DE0 1,AC,12.56403
Generator,load,DE0 1,EV battery,19.80625
Generator,load,DE0 1,H2,13.55933
Generator,load,DE0 1,battery,13.05331
Generator,load,DE0 1,home battery,13.05448
Generator,load,DE0 1,low voltage,12.43943
Generator,load,DE0 1,residential rural heat,0.00418
Generator,load,DE0 1,residential urban decentral heat,0.50916
Generator,load,DE0 1,services rural heat,0.00425
Generator,load,DE0 1,services urban decentral heat,0.46246
Generator,load,DE0 1,urban central heat,0.0
Generator,load,DK0 0,AC,13.16512
Generator,load,DK0 0,EV battery,20.14305
Generator,load,DK0 0,H2,13.5367
Generator,load,DK0 0,battery,13.56066
Generator,load,DK0 0,home battery,14.1497
Generator,load,DK0 0,low voltage,13.20024
Generator,load,DK0 0,residential rural heat,0.44115
Generator,load,DK0 0,residential urban decentral heat,0.2485
Generator,load,DK0 0,services rural heat,0.43228
Generator,load,DK0 0,services urban decentral heat,0.14049
Generator,load,DK0 0,urban central heat,0.0
Generator,load,DK1 0,AC,13.79404
Generator,load,DK1 0,EV battery,19.8224
Generator,load,DK1 0,H2,13.52592
Generator,load,DK1 0,battery,14.31985
Generator,load,DK1 0,home battery,15.00579
Generator,load,DK1 0,low voltage,13.84776
Generator,load,DK1 0,residential rural heat,0.35159
Generator,load,DK1 0,residential urban decentral heat,0.34175
Generator,load,DK1 0,services rural heat,0.36274
Generator,load,DK1 0,services urban decentral heat,0.28502
Generator,load,DK1 0,urban central heat,0.0
Generator,load,EE0 0,AC,13.00575
Generator,load,EE0 0,EV battery,16.50961
Generator,load,EE0 0,H2,13.48059
Generator,load,EE0 0,battery,13.46215
Generator,load,EE0 0,home battery,14.0275
Generator,load,EE0 0,low voltage,13.16428
Generator,load,EE0 0,residential rural heat,1.46688
Generator,load,EE0 0,residential urban decentral heat,1.29784
Generator,load,EE0 0,services rural heat,1.23111
Generator,load,EE0 0,services urban decentral heat,1.14016
Generator,load,EE0 0,urban central heat,0.0
Generator,load,ES0 0,AC,12.58088
Generator,load,ES0 0,EV battery,19.62383
Generator,load,ES0 0,H2,13.58177
Generator,load,ES0 0,battery,13.12295
Generator,load,ES0 0,home battery,13.08321
Generator,load,ES0 0,low voltage,12.42552
Generator,load,ES0 0,residential rural heat,0.0
Generator,load,ES0 0,residential urban decentral heat,0.0
Generator,load,ES0 0,services rural heat,0.0
Generator,load,ES0 0,services urban decentral heat,0.0
Generator,load,ES0 0,urban central heat,0.0
Generator,load,ES6 0,AC,12.58154
Generator,load,ES6 0,EV battery,13.14008
Generator,load,ES6 0,H2,13.55803
Generator,load,ES6 0,battery,13.142
Generator,load,ES6 0,home battery,13.15365
Generator,load,ES6 0,low voltage,12.3698
Generator,load,ES6 0,residential rural heat,0.0
Generator,load,ES6 0,residential urban decentral heat,0.0
Generator,load,ES6 0,services rural heat,0.0
Generator,load,ES6 0,services urban decentral heat,0.0
Generator,load,ES6 0,urban central heat,0.0
Generator,load,EU,agriculture machinery oil,20.34045
Generator,load,EU,biogas,222.22251
Generator,load,EU,co2,0.0
Generator,load,EU,co2 sequestered,20.98124
Generator,load,EU,co2 stored,20.58476
Generator,load,EU,gas,0.0
Generator,load,EU,gas for industry,16.30498
Generator,load,EU,industry methanol,19.65795
Generator,load,EU,kerosene for aviation,20.03942
Generator,load,EU,methanol,19.32062
Generator,load,EU,naphtha for industry,17.68228
Generator,load,EU,non-sequestered HVC,22.86116
Generator,load,EU,none,0.0
Generator,load,EU,oil,19.32597
Generator,load,EU,oil primary,0.0
Generator,load,EU,process emissions,20.20022
Generator,load,EU,shipping methanol,19.39359
Generator,load,EU,solid biomass,365.83487
Generator,load,EU,solid biomass for industry,12.42323
Generator,load,FI1 0,AC,12.58807
Generator,load,FI1 0,EV battery,20.03434
Generator,load,FI1 0,H2,13.51758
Generator,load,FI1 0,battery,13.1074
Generator,load,FI1 0,home battery,13.05039
Generator,load,FI1 0,low voltage,12.5041
Generator,load,FI1 0,residential rural heat,3.35236
Generator,load,FI1 0,residential urban decentral heat,2.57762
Generator,load,FI1 0,services rural heat,3.259
Generator,load,FI1 0,services urban decentral heat,1.92386
Generator,load,FI1 0,urban central heat,0.0
Generator,load,FR0 0,AC,12.52148
Generator,load,FR0 0,EV battery,18.44641
Generator,load,FR0 0,H2,13.60491
Generator,load,FR0 0,battery,12.98838
Generator,load,FR0 0,home battery,12.97237
Generator,load,FR0 0,low voltage,12.3471
Generator,load,FR0 0,residential rural heat,0.0
Generator,load,FR0 0,residential urban decentral heat,0.06046
Generator,load,FR0 0,services rural heat,0.0
Generator,load,FR0 0,services urban decentral heat,0.0555
Generator,load,FR0 0,urban central heat,0.0
Generator,load,FR5 0,AC,13.58797
Generator,load,FR5 0,EV battery,8.41541
Generator,load,FR5 0,H2,12.56312
Generator,load,FR5 0,battery,13.67049
